Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,SMOTE,G-SMOTE
VEHICLE (3),LR,F-SCORE,0.8426509430733825,0.8393590250475519,0.8514935933480928,0.8542379051646272
VEHICLE (3),LR,G-MEAN,0.9122580821604972,0.9367134625835204,0.9341177977347088,0.9721960927402234
VEHICLE (3),KNN,AUC,0.9592045825598778,0.959256833240003,0.9616090059304124,0.9683732368033878
VEHICLE (3),KNN,F-SCORE,0.6587413241270185,0.7395546070183777,0.7333998707251596,0.7548733190017648
VEHICLE (3),KNN,G-MEAN,0.7488941724027202,0.9146595076839862,0.919104871089816,0.9293408380080144
VEHICLE (3),DT,AUC,0.9335557432119618,0.9456264985978938,0.9519217417827942,0.9606104424656888
VEHICLE (3),DT,F-SCORE,0.7066731132182277,0.7261821867435554,0.7449873437334388,0.7363339586977818
VEHICLE (3),DT,G-MEAN,0.8318666971600814,0.9190541515994224,0.915786095881636,0.9359081902088996
VEHICLE (3),GBC,AUC,0.988043116847057,0.9893814391645372,0.9906418792944772,0.9936893803001632
VEHICLE (3),GBC,F-SCORE,0.7980551150045225,0.8044266813906188,0.8192692942303049,0.8577385473240772
VEHICLE (3),GBC,G-MEAN,0.8582711896252956,0.908982407990548,0.9286115774375404,0.9389894568608694
VOWEL,LR,AUC,0.9882680896279497,0.9816571074004182,0.97989809300393,0.9914800980669388
VOWEL,LR,F-SCORE,0.7663766906351652,0.6567565040189928,0.6644747513932722,0.7945131022461529
VOWEL,LR,G-MEAN,0.8209781286378838,0.9507119228905632,0.9518441783065279,0.9825686693104908
VOWEL,KNN,AUC,0.9511593029899068,0.9535265739426256,0.9935218658446971,0.9944720395970752
VOWEL,KNN,F-SCORE,0.7714037375054325,0.7823024433193925,0.7756115222154604,0.7964860932520453
VOWEL,KNN,G-MEAN,0.8665553777203926,0.9422485187690426,0.9802197293524554,0.9829199791043978
VOWEL,DT,AUC,0.931689995556402,0.9921476597050296,0.9977385259950484,0.9977385259950484
VOWEL,DT,F-SCORE,0.8560007553651622,0.9630142691583368,0.9690352020860497,0.9690352020860497
VOWEL,DT,G-MEAN,0.9311380234964672,0.991919546570588,0.9977321375994233,0.9977321375994233
VOWEL,GBC,AUC,0.9996230876658414,0.9986808068304449,0.9986808068304449,1.0
VOWEL,GBC,F-SCORE,0.9557645744086424,0.9690352020860497,0.9690352020860497,1.0
VOWEL,GBC,G-MEAN,0.9965917450958,0.9977321375994233,0.9977321375994233,1.0
NEW THYROID 2 (2),LR,AUC,0.9864082622042526,0.9860034815813118,0.986070555056404,0.9862639762403912
NEW THYROID 2 (2),LR,F-SCORE,0.0,0.4571824170579313,0.4562835512041679,0.4616431755722401
NEW THYROID 2 (2),LR,G-MEAN,0.0,0.9628445941532076,0.9627269516533576,0.9635670971039336
NEW THYROID 2 (2),KNN,AUC,0.9821440270290506,0.981231515798143,0.9914586609014676,0.9920424341120097
NEW THYROID 2 (2),KNN,F-SCORE,0.7609503955504745,0.7047267097567171,0.6938224149380835,0.6952731927629384
NEW THYROID 2 (2),KNN,G-MEAN,0.8617670389748634,0.965159748630708,0.9629442232546436,0.9787178149026232
NEW THYROID 2 (2),DT,AUC,0.9376438960017972,0.9631439053608865,0.9765355926175502,0.9866266409603672
NEW THYROID 2 (2),DT,F-SCORE,0.6765778208006142,0.676839038883979,0.7016444237820073,0.7018314199303486
NEW THYROID 2 (2),DT,G-MEAN,0.8219802136764763,0.953730442712422,0.9546868432993512,0.9701448832616776
NEW THYROID 2 (2),GBC,AUC,0.9847154368823,0.990987586727563,0.9894078504043128,0.9929058101227912
NEW THYROID 2 (2),GBC,F-SCORE,0.6682099254796258,0.7260173030924828,0.7384269298583387,0.7464776609087859
NEW THYROID 2 (2),GBC,G-MEAN,0.7894895270486533,0.8974591130398828,0.921696776471972,0.9536306079980532
NEW THYROID 1 (2),LR,AUC,0.8733333333333334,0.875,0.8763888888888891,0.8875000000000001
NEW THYROID 1 (2),LR,F-SCORE,0.634547152194211,0.6306624404147624,0.6412698412698413,0.6654005036357978
NEW THYROID 1 (2),LR,G-MEAN,0.732878161074035,0.7670152022501258,0.7826878871609813,0.8049189117938719
NEW THYROID 1 (2),KNN,AUC,0.6512500000000001,0.66375,0.6815277777777778,0.6887499999999999
NEW THYROID 1 (2),KNN,F-SCORE,0.3139194139194139,0.4112487542968093,0.40909652626662535,0.4351785263240371
NEW THYROID 1 (2),KNN,G-MEAN,0.4648707422029516,0.6175664193790521,0.6149277403968173,0.6333375771781659
NEW THYROID 1 (2),DT,AUC,0.7695833333333333,0.735,0.8054166666666666,0.8137500000000001
NEW THYROID 1 (2),DT,F-SCORE,0.5573750867868515,0.5378689811507148,0.5790725000908067,0.6006140723168587
NEW THYROID 1 (2),DT,G-MEAN,0.6899678253624361,0.6931652413047074,0.7326805227540972,0.7491972212082576
NEW THYROID 1 (2),GBC,AUC,0.8477777777777779,0.8409722222222222,0.8725,0.8769444444444444
NEW THYROID 1 (2),GBC,F-SCORE,0.56,0.5718508059994128,0.6305390298269556,0.6504943857885035
NEW THYROID 1 (2),GBC,G-MEAN,0.6862418548151514,0.7092890195185201,0.7429667159794637,0.7545519600132155
ECOLI (2),LR,AUC,0.8416274304534898,0.9003175951090201,0.8988148533968524,0.9054143013681152
ECOLI (2),LR,F-SCORE,0.07594665031427257,0.413612047492662,0.4244317774944033,0.4275632876413919
ECOLI (2),LR,G-MEAN,0.1292261452883705,0.8130543699267646,0.8127685085286313,0.8235655119951145
ECOLI (2),KNN,AUC,0.700150283721226,0.6946719829658393,0.7547522756239641,0.7565586551065714
ECOLI (2),KNN,F-SCORE,0.19893709438397464,0.2990096753337365,0.2830328238803771,0.3549501129104686
ECOLI (2),KNN,G-MEAN,0.323146136176966,0.6190689600616114,0.6318737316899289,0.6626809751725085
ECOLI (2),DT,AUC,0.7922097422700792,0.7890226606440489,0.8640898019843773,0.8509436316431535
ECOLI (2),DT,F-SCORE,0.31642509167804284,0.3516918960006484,0.38071950739898497,0.4269597436968637
ECOLI (2),DT,G-MEAN,0.5122167820674854,0.7370566097183929,0.7512639953988941,0.7448824281332636
ECOLI (2),GBC,AUC,0.8862675163882935,0.8719058399643823,0.8747097035925414,0.8837906832783348
ECOLI (2),GBC,F-SCORE,0.4040846917744052,0.4027444210704847,0.4219036636272813,0.4399663177129884
ECOLI (2),GBC,G-MEAN,0.5416904419942766,0.6765097415081028,0.6710533688210022,0.7134776439883708
LED,LR,AUC,0.7763631877621516,0.7591413767579572,0.7650629163582532,0.7599473640924419
LED,LR,F-SCORE,0.08410256410256407,0.14312010147097867,0.14804415627945042,0.15587050497395324
LED,LR,G-MEAN,0.18161493767462936,0.4737975014983013,0.4740214684720411,0.5864404663016717
LED,KNN,AUC,0.5073279052553664,0.5067110782136688,0.5121967267044988,0.7233983057817254
LED,KNN,F-SCORE,0.0,0.0,0.023680850672145048,0.05305685691058799
LED,KNN,G-MEAN,0.0,0.0,0.046963537452735536,0.6863025283482441
LED,DT,AUC,0.7709926803191053,0.8319269676782629,0.7976889546837733,0.8991611152232913
LED,DT,F-SCORE,0.6234032634032634,0.4258122367255494,0.3563405312400165,0.5960010254175013
LED,DT,G-MEAN,0.7185664649401812,0.7902180294073679,0.7847615145567327,0.8720638962809275
LED,GBC,AUC,0.8471420347068016,0.9324039805905092,0.91433506044905,0.9370754173862982
LED,GBC,F-SCORE,0.6267909867909868,0.7423043623043624,0.8421911421911422,0.8296336996336997
LED,GBC,G-MEAN,0.7186029332160961,0.8117242734115185,0.8565664493075952,0.9010859282613299
EUCALYPTUS (2),LR,AUC,0.7999615093114496,0.8206912343278195,0.8189434403061443,0.8277241875400568
EUCALYPTUS (2),LR,F-SCORE,0.24695233293255245,0.48822380801015003,0.4727059965091816,0.4932372026019714
EUCALYPTUS (2),LR,G-MEAN,0.3825798763617835,0.7493428277878992,0.7347716703395729,0.7593647480012681
EUCALYPTUS (2),KNN,AUC,0.6967734645348882,0.6842151731457625,0.7142843473612898,0.7181004258950322
EUCALYPTUS (2),KNN,F-SCORE,0.2921417565485362,0.3607684674136409,0.35510646252115424,0.39196095986448815
EUCALYPTUS (2),KNN,G-MEAN,0.4541187325655634,0.6262085815987065,0.637189204533546,0.6625717170630273
EUCALYPTUS (2),DT,AUC,0.7223373350794701,0.7328111488782644,0.7408668195998729,0.76718909370166
EUCALYPTUS (2),DT,F-SCORE,0.3451935907904957,0.4042647256344917,0.4231094364971435,0.44045039038099537
EUCALYPTUS (2),DT,G-MEAN,0.493624065705482,0.6753292808880866,0.6837386420775866,0.7131688537029452
EUCALYPTUS (2),GBC,AUC,0.8098816049102417,0.8104327443046729,0.8119342058167266,0.8278929701544432
EUCALYPTUS (2),GBC,F-SCORE,0.3498472847242667,0.4093676811121928,0.4566338721041439,0.4802748708184688
EUCALYPTUS (2),GBC,G-MEAN,0.5145799662031991,0.6427728026041891,0.6941504304334645,0.7173283492036121
SEGMENTATION (2),LR,AUC,0.8674633344804498,0.8892239120320576,0.8886442635985977,0.8915471243157439
SEGMENTATION (2),LR,F-SCORE,0.3093072273791493,0.5293241997738526,0.5248775895830967,0.5309630336515907
SEGMENTATION (2),LR,G-MEAN,0.4338315665061778,0.7942916312491809,0.7851730884243883,0.7946995292094012
SEGMENTATION (2),KNN,AUC,0.7448749340993107,0.752917148833428,0.7693373456683341,0.7773409559555066
SEGMENTATION (2),KNN,F-SCORE,0.2908355214053134,0.4584523143990613,0.458397708742447,0.4805824545275813
SEGMENTATION (2),KNN,G-MEAN,0.4607977188521046,0.7190912153889886,0.7249021356164648,0.7342747905572891
SEGMENTATION (2),DT,AUC,0.8526451128583602,0.8424452809089483,0.83414660759157,0.8447425514555572
SEGMENTATION (2),DT,F-SCORE,0.4550413669741351,0.4844418598179693,0.5031080796536297,0.5574751337148648
SEGMENTATION (2),DT,G-MEAN,0.6197828587532256,0.7686622515470137,0.7556466709213231,0.7739111955547314
SEGMENTATION (2),GBC,AUC,0.8828152423510213,0.8785369310165261,0.8700931220451703,0.8813999158855664
SEGMENTATION (2),GBC,F-SCORE,0.5023386793412289,0.5113720413197261,0.5374238669587115,0.5534425220857074
SEGMENTATION (2),GBC,G-MEAN,0.6264636051243736,0.7245538429760655,0.7315027885586218,0.7561491191284069
LIBRAS,LR,AUC,1.0,1.0,1.0,1.0
LIBRAS,LR,F-SCORE,0.9604060913705584,0.9491580049955683,0.9566782155614644,0.9680122472000644
LIBRAS,LR,G-MEAN,0.9636719119603112,0.9943911191750168,0.9953377657277566,0.9962370799528592
LIBRAS,KNN,AUC,0.8532148900169204,0.8532148900169204,0.9643025004700132,0.9564767813498776
LIBRAS,KNN,F-SCORE,0.74585448392555,0.7378293449359439,0.8610157655842935,0.841436360218086
LIBRAS,KNN,G-MEAN,0.7720743272257246,0.8311727832524897,0.9104879231243898,0.8924773944439403
LIBRAS,DT,AUC,0.9127890580936268,0.8514758413235569,0.8706993795826282,0.9480635457792818
LIBRAS,DT,F-SCORE,0.8625090645395215,0.7808476351623559,0.7874976499341981,0.8517873929041441
LIBRAS,DT,G-MEAN,0.8998590595484249,0.8314086709172758,0.8537087960623327,0.9373013255144932
LIBRAS,GBC,AUC,0.9640674938898288,0.9900122203421696,0.987262643354014,0.9964749012972364
LIBRAS,GBC,F-SCORE,0.9031182015953588,0.7756533182929123,0.8283726801493299,0.8948459699728734
LIBRAS,GBC,G-MEAN,0.9337000070949564,0.8345909184050447,0.8726415147905402,0.9635448086059742
PAGE BLOCKS 1 3,LR,AUC,0.688843662464986,0.6922473155929039,0.6887896825396825,0.6949448529411765
PAGE BLOCKS 1 3,LR,F-SCORE,0.2326673761609907,0.4872999366564122,0.4923458795843274,0.5062964941463598
PAGE BLOCKS 1 3,LR,G-MEAN,0.3675205353048589,0.6383011599216861,0.6419156314267124,0.6529797625003833
PAGE BLOCKS 1 3,KNN,AUC,0.6638655462184875,0.632015931372549,0.6609922093837536,0.6730093078898225
PAGE BLOCKS 1 3,KNN,F-SCORE,0.37346583370190173,0.4422631564363489,0.4637109424292966,0.4803665519458769
PAGE BLOCKS 1 3,KNN,G-MEAN,0.5020851650421894,0.5993472917180401,0.616979921767883,0.6302223554101427
PAGE BLOCKS 1 3,DT,AUC,0.6341539740896358,0.5967531804388423,0.6664507469654528,0.6493164974323062
PAGE BLOCKS 1 3,DT,F-SCORE,0.33479669676546925,0.4142144680652084,0.4660396556622761,0.4649974974755288
PAGE BLOCKS 1 3,DT,G-MEAN,0.4842671002485573,0.5519473170126895,0.6058169116524769,0.6178923541612966
PAGE BLOCKS 1 3,GBC,AUC,0.6849658613445379,0.699859214519141,0.6914098972922503,0.7222375408496732
PAGE BLOCKS 1 3,GBC,F-SCORE,0.4215220248018236,0.4325882861855311,0.4423577519283763,0.4834337158957531
PAGE BLOCKS 1 3,GBC,G-MEAN,0.5513688657775924,0.5854373859888248,0.5937731526432141,0.6268178428660259
YEAST 3 (2),LR,AUC,0.8111686816350029,0.7757655508950846,0.7818899580557611,0.803311675850536
YEAST 3 (2),LR,F-SCORE,0.3127988776769265,0.2558084027215854,0.27556699307269705,0.26587633109026865
YEAST 3 (2),LR,G-MEAN,0.5293638218745592,0.6442692275786154,0.6447191860256617,0.7099097143459576
YEAST 3 (2),KNN,AUC,0.5656303972366148,0.5660416152644132,0.502722263344025,0.6684815088960167
YEAST 3 (2),KNN,F-SCORE,0.04866666666666666,0.10207539900935607,0.0676546672900109,0.10678570664831184
YEAST 3 (2),KNN,G-MEAN,0.1051827832060886,0.4094078223060673,0.008311716349233826,0.6214137153731039
YEAST 3 (2),DT,AUC,0.8705951695589002,0.8852235655344464,0.9229212928694794,0.9125887545576664
YEAST 3 (2),DT,F-SCORE,0.7035673916701081,0.6588740201970765,0.8165740107550018,0.7647469275831331
YEAST 3 (2),DT,G-MEAN,0.7550929512311805,0.8628090753828502,0.9061752953109069,0.8906252993687681
YEAST 3 (2),GBC,AUC,0.9214162348877376,0.9254406886531238,0.9345834361378405,0.9413082216191024
YEAST 3 (2),GBC,F-SCORE,0.7286297913722262,0.8532510839012386,0.8979892037786774,0.8902914663361868
YEAST 3 (2),GBC,G-MEAN,0.781126901709532,0.8715180481093124,0.9059593147777382,0.9137505644738572
ECOLI (3),LR,AUC,0.8901515151515151,0.8884379509379511,0.8857323232323232,0.9030934343434346
ECOLI (3),LR,F-SCORE,0.4370670995670996,0.6775488400488401,0.675775108729654,0.6845418470418471
ECOLI (3),LR,G-MEAN,0.5220640123176329,0.8216735580080524,0.815369179513325,0.8176543561245032
ECOLI (3),KNN,AUC,0.6918966450216449,0.7019976551226549,0.7555465367965368,0.7676993145743145
ECOLI (3),KNN,F-SCORE,0.3232142857142857,0.4875840069021887,0.5203127049717958,0.5832516809789537
ECOLI (3),KNN,G-MEAN,0.4374531498596961,0.6834124110712558,0.7146913564304822,0.7648768402449679
ECOLI (3),DT,AUC,0.6790449134199134,0.7773493867243867,0.8025568181818182,0.8585182178932178
ECOLI (3),DT,F-SCORE,0.3389911014911015,0.5072396038305128,0.5683015217106125,0.6081660763478945
ECOLI (3),DT,G-MEAN,0.4882804861779892,0.6650393046834766,0.7381642862574465,0.7787095523394715
ECOLI (3),GBC,AUC,0.8677398989898989,0.8800955988455988,0.8775703463203465,0.8960137085137084
ECOLI (3),GBC,F-SCORE,0.5493506493506494,0.5563606847697757,0.5615267939131575,0.6439361143906598
ECOLI (3),GBC,G-MEAN,0.6708424884251919,0.692747391353028,0.7130841875093353,0.7713461924426234
DERMATOLOGY,LR,AUC,0.9119332322132684,0.9038381689239864,0.9049082376242872,0.9063503850917279
DERMATOLOGY,LR,F-SCORE,0.0,0.18502644993695316,0.19024750667915813,0.1893128361349319
DERMATOLOGY,LR,G-MEAN,0.0,0.8361611817115503,0.8190307605260018,0.8456269907931314
DERMATOLOGY,KNN,AUC,0.8623173423986433,0.8654575826662546,0.9101887851963132,0.9183769120459876
DERMATOLOGY,KNN,F-SCORE,0.1905088510026782,0.3990543008048645,0.3244695357483023,0.4037008563757536
DERMATOLOGY,KNN,G-MEAN,0.268233330011721,0.7328908217958258,0.8499703290104405,0.8739434230536393
DERMATOLOGY,DT,AUC,0.8022329656024327,0.8599918494076881,0.86108444623952,0.9086533415952266
DERMATOLOGY,DT,F-SCORE,0.2434525135485355,0.3257331805509423,0.30208158421996584,0.4010177103975279
DERMATOLOGY,DT,G-MEAN,0.43666732138318937,0.7957800266128782,0.7844608025124488,0.8315740701223144
DERMATOLOGY,GBC,AUC,0.9042337632144918,0.879996332751527,0.9216570937287588,0.9457084374579106
DERMATOLOGY,GBC,F-SCORE,0.2797357763407146,0.3244162057776599,0.4197989848417509,0.4210791037951531
DERMATOLOGY,GBC,G-MEAN,0.4461714088097308,0.7150475547350236,0.7696239643559286,0.8213283880795927
EUCALYPTUS (3),LR,AUC,0.7880017270624387,0.7634090828729795,0.7699833287540819,0.7728694648353001
EUCALYPTUS (3),LR,F-SCORE,0.2063181622794893,0.1911357073712839,0.19503238600129194,0.20118558623246707
EUCALYPTUS (3),LR,G-MEAN,0.43427511843045336,0.5531909582927034,0.5535622136571118,0.6277109147373195
EUCALYPTUS (3),KNN,AUC,0.5217271285034937,0.5208074581648481,0.5116235646062237,0.7051219909225153
EUCALYPTUS (3),KNN,F-SCORE,0.0,0.021074062829282238,0.03475610472988233,0.07003309507987136
EUCALYPTUS (3),KNN,G-MEAN,0.0,0.05999765353146319,0.041233256886748594,0.6554092774113496
EUCALYPTUS (3),DT,AUC,0.8243014243949593,0.8518729973322419,0.8549629771467734,0.8982312971851819
EUCALYPTUS (3),DT,F-SCORE,0.7226475934375083,0.5934165987250234,0.4282585323341861,0.6497853700495134
EUCALYPTUS (3),DT,G-MEAN,0.7768851084434355,0.8131199516830391,0.8322370245437537,0.8760483911677887
EUCALYPTUS (3),GBC,AUC,0.8760919907603723,0.9008836667840028,0.9220749402810372,0.9321711020762132
EUCALYPTUS (3),GBC,F-SCORE,0.7139734378562025,0.8028275081893129,0.8802748336072354,0.8601792518558375
EUCALYPTUS (3),GBC,G-MEAN,0.7771853130490148,0.8604464756020734,0.8869284514529198,0.8959691567363195
PAGE BLOCKS 0 (2),LR,AUC,0.7391666666666666,0.7593518518518518,0.7602777777777777,0.7626851851851851
PAGE BLOCKS 0 (2),LR,F-SCORE,0.16,0.4625707359567008,0.4710910145925626,0.4869792110194586
PAGE BLOCKS 0 (2),LR,G-MEAN,0.2619540160269843,0.6910454923424227,0.6909947335803958,0.7061156847473935
PAGE BLOCKS 0 (2),KNN,AUC,0.6805555555555557,0.6382407407407408,0.6824074074074075,0.7282407407407407
PAGE BLOCKS 0 (2),KNN,F-SCORE,0.3533333333333333,0.32747795414462083,0.3809440835877618,0.4186388554328566
PAGE BLOCKS 0 (2),KNN,G-MEAN,0.516910969272882,0.585478715303298,0.6449521836169452,0.6816774734588985
PAGE BLOCKS 0 (2),DT,AUC,0.7177777777777777,0.6997222222222222,0.7430555555555557,0.7650925925925925
PAGE BLOCKS 0 (2),DT,F-SCORE,0.20463647463647466,0.4075827487169572,0.4198530689220948,0.5095801148742325
PAGE BLOCKS 0 (2),DT,G-MEAN,0.3834988278302456,0.6536191626891262,0.6891457026084208,0.7175430076906898
PAGE BLOCKS 0 (2),GBC,AUC,0.6804629629629629,0.6998148148148149,0.7449074074074074,0.7755555555555556
PAGE BLOCKS 0 (2),GBC,F-SCORE,0.1558080808080808,0.3850591821941937,0.4542653447916605,0.5121102382658447
PAGE BLOCKS 0 (2),GBC,G-MEAN,0.3294955028575321,0.6241604414120033,0.6694852876650139,0.7200402195839327
SEGMENTATION (3),LR,AUC,0.9557810456521576,0.9567554384735594,0.9585419006737578,0.9584250791249406
SEGMENTATION (3),LR,F-SCORE,0.0,0.18113649671209808,0.1977482573038453,0.19134469176756952
SEGMENTATION (3),LR,G-MEAN,0.0,0.9236855774417176,0.9288406560509114,0.9269584898134826
SEGMENTATION (3),KNN,AUC,0.8434899794729401,0.8420523853218524,0.8388895178514776,0.9189112704615638
SEGMENTATION (3),KNN,F-SCORE,0.5139349054765153,0.43333333333333335,0.3179887916967605,0.4427229319111993
SEGMENTATION (3),KNN,G-MEAN,0.6444404602746601,0.8165547865600992,0.8113481900359886,0.8553561608809135
SEGMENTATION (3),DT,AUC,0.8332879808803332,0.8387714646030977,0.8388587032062912,0.9463746505956822
SEGMENTATION (3),DT,F-SCORE,0.2667374058915669,0.3699740346056853,0.3095983758370405,0.430037141121725
SEGMENTATION (3),DT,G-MEAN,0.4460786046854157,0.7377508880119553,0.7697941594441117,0.9376338249137444
SEGMENTATION (3),GBC,AUC,0.9113358573950184,0.9276159847256232,0.9594563620872602,0.9718993220533891
SEGMENTATION (3),GBC,F-SCORE,0.3331059572532969,0.4491375786055185,0.5123260474556518,0.5342800446483938
SEGMENTATION (3),GBC,G-MEAN,0.4775416920491118,0.7402674450154801,0.7405543949990591,0.8531038670274733
VOWEL (2),LR,AUC,1.0,1.0,1.0,1.0
VOWEL (2),LR,F-SCORE,0.9866666666666668,0.9616666666666666,0.9616666666666666,0.9738888888888888
VOWEL (2),LR,G-MEAN,0.997202659436654,0.9915677225981641,0.9915677225981641,0.9944053188733076
VOWEL (2),KNN,AUC,0.9960317460317459,0.9968253968253968,0.9964285714285712,0.9989417989417988
VOWEL (2),KNN,F-SCORE,0.8727805527805527,0.9733333333333332,0.9688888888888888,0.9733333333333332
VOWEL (2),KNN,G-MEAN,0.9012906743844208,0.9944053188733076,0.9934728720188589,0.9944053188733076
VOWEL (2),DT,AUC,0.9326719576719577,0.9612433862433862,0.969179894179894,0.9894179894179894
