Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,SMOTE,G-SMOTE
VOWEL (2),DT,F-SCORE,0.8899633699633699,0.9233760683760682,0.94017094017094,0.9514529914529912
VOWEL (2),DT,G-MEAN,0.9300726033675648,0.9602826976920666,0.9680656206490404,0.987754992036968
VOWEL (2),GBC,AUC,0.9785714285714284,0.9968253968253968,0.9965608465608464,1.0
VOWEL (2),GBC,F-SCORE,0.9358974358974358,0.9118376068376068,0.9283760683760685,0.9712820512820513
VOWEL (2),GBC,G-MEAN,0.939358890854724,0.9419024652590848,0.9546450646968084,0.987568261341382
LED (2),LR,AUC,0.8929150062160996,0.8899366319130828,0.8924998998758461,0.8946854514516415
LED (2),LR,F-SCORE,0.0,0.13149253520476395,0.14460843740818466,0.14012546074327611
LED (2),LR,G-MEAN,0.0,0.8398945234210521,0.8467901115539357,0.8446779409582238
LED (2),KNN,AUC,0.7847381991431613,0.7870311970059657,0.8609191516361406,0.8777209287301801
LED (2),KNN,F-SCORE,0.05017241379310345,0.3637027914614122,0.2454269381733885,0.3933855799373041
LED (2),KNN,G-MEAN,0.09981899954293208,0.7130420907568954,0.8120103547159223,0.8415700322756319
LED (2),DT,AUC,0.8656868089857997,0.7587125893917316,0.8026287337557313,0.9031673475575914
LED (2),DT,F-SCORE,0.3012818828680897,0.26856439805405324,0.21066239468570652,0.4437318007662836
LED (2),DT,G-MEAN,0.5062963463190439,0.6441550693633427,0.6570481195972746,0.8548558060790411
LED (2),GBC,AUC,0.8956456929669714,0.8706401952406999,0.9288745004178142,0.9338579141165348
LED (2),GBC,F-SCORE,0.3471100164203612,0.4631702244116038,0.4141456602146258,0.5164499178981937
LED (2),GBC,G-MEAN,0.5604738447914256,0.6356399917736898,0.7462388371754858,0.7752775342512067
YEAST 3 (3),LR,AUC,0.9580911360100736,0.9471065273016124,0.9543313970170768,0.9548615591976024
YEAST 3 (3),LR,F-SCORE,0.7348698882226966,0.5204891881158206,0.6135789173852535,0.5640244614874117
YEAST 3 (3),LR,G-MEAN,0.8245813389228142,0.8367531591261596,0.8576378023068828,0.8701136648315958
YEAST 3 (3),KNN,AUC,0.8980455292612334,0.9153099356202276,0.9274455824344332,0.931560964540098
YEAST 3 (3),KNN,F-SCORE,0.5949335339854527,0.5441084707354394,0.68900575221117,0.6891490751535899
YEAST 3 (3),KNN,G-MEAN,0.7065131732029304,0.8758131538584767,0.9067798878624796,0.9066962276686418
YEAST 3 (3),DT,AUC,0.9006755380266546,0.8905465358071236,0.9053468042981218,0.924147987508635
YEAST 3 (3),DT,F-SCORE,0.7734595648698058,0.6373574118627896,0.7559462556373571,0.7734595648698058
YEAST 3 (3),DT,G-MEAN,0.8680419666105791,0.8502494289578778,0.8660619052844001,0.8680419666105791
YEAST 3 (3),GBC,AUC,0.9529398972910508,0.9385030967368688,0.9651992685739558,0.967863516002437
YEAST 3 (3),GBC,F-SCORE,0.7734595648698058,0.6369249380102765,0.7734595648698058,0.7821912395157019
YEAST 3 (3),GBC,G-MEAN,0.8680419666105791,0.850360602404619,0.8680419666105791,0.8743468196605226
PAGE BLOCKS 0 (3),LR,AUC,0.8548654138169217,0.8458535274454184,0.841516820123864,0.8484304111647919
PAGE BLOCKS 0 (3),LR,F-SCORE,0.051711631458386365,0.1231833025711206,0.12121941876668045,0.1266968236423879
PAGE BLOCKS 0 (3),LR,G-MEAN,0.10518449029630476,0.7826462654342251,0.7760876314638271,0.7964493377731552
PAGE BLOCKS 0 (3),KNN,AUC,0.5720484656202582,0.5728187026839643,0.6547852576472376,0.6877965129991298
PAGE BLOCKS 0 (3),KNN,F-SCORE,0.0,0.07572161465918245,0.08730433019654542,0.13925744286431715
PAGE BLOCKS 0 (3),KNN,G-MEAN,0.0,0.34164604792723724,0.5893768614475854,0.5849556570597376
PAGE BLOCKS 0 (3),DT,AUC,0.7847621218517986,0.7635897392508805,0.7910635796561944,0.8524583840046206
PAGE BLOCKS 0 (3),DT,F-SCORE,0.3100004557088448,0.16983814679278197,0.20205199384573497,0.2966604901186493
PAGE BLOCKS 0 (3),DT,G-MEAN,0.4862813461045184,0.7603178994489879,0.7713127173206349,0.8186427802737927
PAGE BLOCKS 0 (3),GBC,AUC,0.8284048573147579,0.8215787556537779,0.8276457685147981,0.8709653196734449
PAGE BLOCKS 0 (3),GBC,F-SCORE,0.34303955245543283,0.32518252326120656,0.2594329511874385,0.4100067872599554
PAGE BLOCKS 0 (3),GBC,G-MEAN,0.5011142581234477,0.7080176783812968,0.7078431138316609,0.8209789362383678
MANDELON 1,LR,AUC,0.9996786042240589,0.999959187837976,0.9998316498316498,0.999989796959494
MANDELON 1,LR,F-SCORE,0.9878760045924224,0.96977619141302,0.9820521825262828,0.9791243663641268
MANDELON 1,LR,G-MEAN,0.9933874013805799,0.9927178216166992,0.9928814981985836,0.9949226637146694
MANDELON 1,KNN,AUC,0.987243648607285,0.9861570247933884,0.9863355780022448,0.9946536067748191
MANDELON 1,KNN,F-SCORE,0.9357641813051476,0.9287002908910156,0.9269785271361841,0.9307125102281124
MANDELON 1,KNN,G-MEAN,0.9605469260529824,0.9824748325935608,0.982306597254352,0.9862209439071168
MANDELON 1,DT,AUC,0.9833715947352312,0.9821191715131108,0.9836674829099072,0.9928604224058768
MANDELON 1,DT,F-SCORE,0.9588656545526306,0.9266736918574916,0.9459669800543454,0.958385334219369
MANDELON 1,DT,G-MEAN,0.9823173510139176,0.9775534386872904,0.9831303816064244,0.9898638846538056
MANDELON 1,GBC,AUC,0.99531935516784,0.9945592286501376,0.9993265993265994,0.9999030711151924
MANDELON 1,GBC,F-SCORE,0.9765644585593436,0.9622399861381424,0.9641669480651044,0.9871183468251836
MANDELON 1,GBC,G-MEAN,0.9839107150322288,0.9855779720004556,0.9857414508634074,0.9961048548133008
MANDELON 2,LR,AUC,0.9693140280929164,0.9853578887987084,0.9841205598923448,0.9870900812481528
MANDELON 2,LR,F-SCORE,0.7287350057509191,0.5956323144799639,0.6055559459577388,0.6331065820465978
MANDELON 2,LR,G-MEAN,0.7967328955936098,0.9189570677177548,0.9150330368584666,0.9484627987657214
MANDELON 2,KNN,AUC,0.9330682219865676,0.9331919406150584,0.9552963355720512,0.9673382546512695
MANDELON 2,KNN,F-SCORE,0.7610469858879191,0.9176829268292682,0.9388060632524484,0.9388060632524484
MANDELON 2,KNN,G-MEAN,0.7854794904800023,0.9252965166273128,0.94514236712848,0.94514236712848
MANDELON 2,DT,AUC,0.9390623878913068,0.935247225518972,0.9503383529503662,0.9915454493991138
MANDELON 2,DT,F-SCORE,0.9032368207650308,0.7823346037801097,0.7866876386172611,0.8785933344655098
MANDELON 2,DT,G-MEAN,0.9359674674254403,0.932896179134249,0.9475782425996496,0.984790072068452
MANDELON 2,GBC,AUC,0.9937724999061991,0.9978965858397956,0.9988038228694164,0.999834997945154
MANDELON 2,GBC,F-SCORE,0.8953770490726848,0.8760654156548296,0.9104805589268258,0.9754423173522354
MANDELON 2,GBC,G-MEAN,0.928325833532906,0.9372313481489624,0.9690132327441447,0.9986989924833224
YEAST 4,LR,AUC,0.9662738307935392,0.967040821158205,0.967587167133182,0.9677780458955204
YEAST 4,LR,F-SCORE,0.0,0.5311496251113671,0.5408680642661611,0.5417576114688137
YEAST 4,LR,G-MEAN,0.0,0.8894764840408086,0.8880460822739221,0.8965018975758431
YEAST 4,KNN,AUC,0.9157026402972668,0.9091451203214554,0.9320471814480148,0.9547436544194832
YEAST 4,KNN,F-SCORE,0.6158783437293129,0.6340750795591914,0.6203949161211414,0.642436405511129
YEAST 4,KNN,G-MEAN,0.7306722230590591,0.8596983976437227,0.8778928247119799,0.8913358472047245
YEAST 4,DT,AUC,0.9327357292312424,0.9386285326571652,0.929396377522192,0.9549476263115638
YEAST 4,DT,F-SCORE,0.6931111557131183,0.652494179305597,0.6635968880069942,0.7166065892957691
YEAST 4,DT,G-MEAN,0.8438780901362003,0.9144364530237986,0.9126529830575582,0.9332802470825202
YEAST 4,GBC,AUC,0.9633084032810384,0.9558195698192756,0.95753254837846,0.9698777348209652
YEAST 4,GBC,F-SCORE,0.6753449735931104,0.6744443794441489,0.7053268098025359,0.7160878347127895
YEAST 4,GBC,G-MEAN,0.8094123518741051,0.8920386192623319,0.9075391436124086,0.9245417193337718
VOWEL (3),LR,AUC,1.0,1.0,1.0,1.0
VOWEL (3),LR,F-SCORE,0.9866666666666668,0.9616666666666666,0.9616666666666666,0.97
VOWEL (3),LR,G-MEAN,0.997202659436654,0.9915677225981641,0.9915677225981641,0.9934594534482598
VOWEL (3),KNN,AUC,0.9972222222222222,0.9952380952380953,0.9985449735449736,0.9997354497354496
VOWEL (3),KNN,F-SCORE,0.9073260073260072,0.9616666666666666,0.9565384615384614,0.9638095238095236
VOWEL (3),KNN,G-MEAN,0.9219330766897794,0.9915677225981641,0.986622395916334,0.9915677225981641
VOWEL (3),DT,AUC,0.9558201058201058,0.943121693121693,0.9638888888888888,0.9880952380952379
VOWEL (3),DT,F-SCORE,0.8972035480859009,0.9024847374847372,0.9286935286935286,0.9586324786324786
VOWEL (3),DT,G-MEAN,0.9548243634181788,0.9401252113460309,0.961562209913676,0.9835822186551992
VOWEL (3),GBC,AUC,0.9968253968253968,0.9976190476190476,0.9965608465608464,1.0
VOWEL (3),GBC,F-SCORE,0.9134126984126985,0.9194505494505494,0.9473931623931624,0.9712820512820513
VOWEL (3),GBC,G-MEAN,0.958580987977172,0.9517996856357516,0.9692328705724532,0.9867184018721628
YEAST 5,LR,AUC,0.9957814387675844,0.9957404869948164,0.9958967404456436,0.9963290072002756
YEAST 5,LR,F-SCORE,0.9394116229088456,0.924304507965153,0.9247718140329908,0.9307961278507868
YEAST 5,LR,G-MEAN,0.960110875554978,0.9603545892648973,0.9594060884242414,0.9648738491172456
YEAST 5,KNN,AUC,0.9804801542493281,0.9792147550435528,0.9811054441188038,0.9833808901360032
YEAST 5,KNN,F-SCORE,0.9030423958246376,0.8854960109671407,0.885505611345703,0.9066152704561944
YEAST 5,KNN,G-MEAN,0.9443439536035864,0.9517502819912148,0.9522703921909864,0.958252371933843
YEAST 5,DT,AUC,0.9530095588204196,0.9517797134127748,0.9476231260980972,0.9624564255986408
YEAST 5,DT,F-SCORE,0.8616480863731902,0.8558744942671264,0.8577094761994309,0.8700372068965812
YEAST 5,DT,G-MEAN,0.9166624104031116,0.9277493876801394,0.9169167165297404,0.9383791507671652
YEAST 5,GBC,AUC,0.9937034769770214,0.9932685670356791,0.9938142676164282,0.9956490209871376
YEAST 5,GBC,F-SCORE,0.9122970452053982,0.9246276538075486,0.9249603157458351,0.9322537979490096
YEAST 5,GBC,G-MEAN,0.9442609403608649,0.9569258908581308,0.9551016747233904,0.9656498818573692
YEAST 6,LR,AUC,0.7852668866593779,0.7879013870739024,0.7870434385383516,0.7886358026903827
YEAST 6,LR,F-SCORE,0.33753019529858913,0.5918453109994205,0.5882623713968911,0.5943867953850542
YEAST 6,LR,G-MEAN,0.4631200703683778,0.7139593660493793,0.7110268489256862,0.7160066267469617
YEAST 6,KNN,AUC,0.7458716269552683,0.7388259260707125,0.7443352818336305,0.755845606762822
YEAST 6,KNN,F-SCORE,0.5171341439841108,0.5546738954410056,0.5704592089146701,0.5735804559239944
YEAST 6,KNN,G-MEAN,0.6372516958200096,0.6824176702176533,0.6964504131786237,0.6982699190948903
YEAST 6,DT,AUC,0.7613209143981297,0.7505549969166757,0.7570311566478738,0.7642796149464072
YEAST 6,DT,F-SCORE,0.5117040439661844,0.5728190075536069,0.5928551528790148,0.5933961968150592
YEAST 6,DT,G-MEAN,0.6293111356288845,0.6908327482325967,0.7126107235486323,0.7133782817376844
YEAST 6,GBC,AUC,0.8079209179933949,0.8091143389285201,0.8012799231186457,0.8071090659031145
YEAST 6,GBC,F-SCORE,0.5660357785851452,0.6148811770687416,0.6067700076218566,0.6166594068834704
YEAST 6,GBC,G-MEAN,0.6694760314521315,0.7325802895890073,0.7232237711681165,0.7334430765644623
MANDELON 1 (2),LR,AUC,0.9994031221303948,0.9996020814202632,0.9994490358126722,0.999862258953168
MANDELON 1 (2),LR,F-SCORE,0.986031746031746,0.9679051122632648,0.9808519721666462,0.9777642961465004
MANDELON 1 (2),LR,G-MEAN,0.990439832972476,0.9938001726820228,0.9945588674264032,0.994390624619882
MANDELON 1 (2),KNN,AUC,0.9876721763085401,0.9885445362718088,0.9886975818794,0.992741812059994
MANDELON 1 (2),KNN,F-SCORE,0.9221604751837308,0.8994016368636428,0.8987306411926473,0.9021080168674991
MANDELON 1 (2),KNN,G-MEAN,0.955882819664979,0.976535688296977,0.9808790380987664,0.9845912482604631
MANDELON 1 (2),DT,AUC,0.970565503520049,0.9759718396082032,0.9817378328741966,0.9910047444138352
MANDELON 1 (2),DT,F-SCORE,0.9342989911955542,0.9164470127467352,0.9347678138149924,0.9389475544840948
MANDELON 1 (2),DT,G-MEAN,0.9635294912217032,0.976011499007188,0.9831051019317688,0.9905209181621972
MANDELON 1 (2),GBC,AUC,0.9955348943985308,0.9923018059381696,0.9984121518212428,0.9998928680746862
MANDELON 1 (2),GBC,F-SCORE,0.9693055018453288,0.954962577773498,0.9583344835518748,0.9852964166110908
MANDELON 1 (2),GBC,G-MEAN,0.9805911856898416,0.9770048652206744,0.984508306330796,0.994911913609974
MANDELON 2 (2),LR,AUC,0.8203178951245339,0.8269339962862361,0.8257715267866734,0.8290747817012721
MANDELON 2 (2),LR,F-SCORE,0.5450035147740402,0.6695479512560182,0.6708734174742617,0.6770406632766822
MANDELON 2 (2),LR,G-MEAN,0.6421097521413189,0.7458037497233594,0.7515182605993634,0.7524822622298396
MANDELON 2 (2),KNN,AUC,0.8764012936789283,0.8801601368874975,0.8805591363196906,0.8849001734112917
MANDELON 2 (2),KNN,F-SCORE,0.6974248994900186,0.7006106122732332,0.7222940898465832,0.7215186521132337
MANDELON 2 (2),KNN,G-MEAN,0.7726197588129503,0.7796525375463995,0.7989695168236243,0.7971092801762104
MANDELON 2 (2),DT,AUC,0.8040039976673881,0.8008206344090972,0.8125949541917958,0.8312769516443381
MANDELON 2 (2),DT,F-SCORE,0.7419532266685472,0.7444924546421667,0.7348101980647015,0.7664380678573844
MANDELON 2 (2),DT,G-MEAN,0.8108531887911797,0.8133802097073074,0.8074361581545738,0.8327822226291793
MANDELON 2 (2),GBC,AUC,0.9354301904454984,0.92702434663843,0.9314593787885764,0.9369983733100072
MANDELON 2 (2),GBC,F-SCORE,0.8200435338285805,0.7872663416056739,0.793130050482744,0.8160899969639841
MANDELON 2 (2),GBC,G-MEAN,0.8600226868690085,0.8411641092138944,0.8483013779052477,0.8647990093178097
YEAST 4 (2),LR,AUC,0.802433109031924,0.9070361280106862,0.9045806051306392,0.9158404948654058
YEAST 4 (2),LR,F-SCORE,0.0,0.3339207247588743,0.3423991647715323,0.3448142331733117
YEAST 4 (2),LR,G-MEAN,0.0,0.8337044367863135,0.8241877387924096,0.8388604571202931
YEAST 4 (2),KNN,AUC,0.6859438120587459,0.6904542162529866,0.7507403606688455,0.7415925631812641
YEAST 4 (2),KNN,F-SCORE,0.107390873015873,0.27484988629290097,0.25429603283789903,0.30141886422778985
YEAST 4 (2),KNN,G-MEAN,0.15762575047294206,0.6478306200394368,0.6749237204013578,0.6865556852837399
YEAST 4 (2),DT,AUC,0.8203779380990136,0.7474788388722141,0.8673065323094259,0.8725894895148474
YEAST 4 (2),DT,F-SCORE,0.25707702791036124,0.2410632049676163,0.3828648073045848,0.4341521722649173
YEAST 4 (2),DT,G-MEAN,0.4190664831073923,0.7201397263345944,0.8040130956092352,0.7913744417008192
YEAST 4 (2),GBC,AUC,0.8735597508413829,0.8519645882548851,0.8588589884952547,0.8829390010171206
YEAST 4 (2),GBC,F-SCORE,0.33264064253647585,0.3526777562804556,0.3955034323957935,0.4536354945209111
YEAST 4 (2),GBC,G-MEAN,0.5092670275616277,0.6681715190922509,0.7171451105156826,0.7357936554669261
YEAST 5 (2),LR,AUC,0.9455178644285129,0.9384604923160612,0.9385527772920672,0.9404956188921916
YEAST 5 (2),LR,F-SCORE,0.0,0.5151799105287477,0.5285963206228986,0.5304625238180055
YEAST 5 (2),LR,G-MEAN,0.0,0.9192004261770876,0.9229615004554969,0.9229580472682488
YEAST 5 (2),KNN,AUC,0.96703240659789,0.9617560304415524,0.9638381668456856,0.9666419301298652
YEAST 5 (2),KNN,F-SCORE,0.7592153140325898,0.6913463059642461,0.7137382366618247,0.7353899699414649
YEAST 5 (2),KNN,G-MEAN,0.8701927976112055,0.9214488091352634,0.9496664137096532,0.9533805337078056
YEAST 5 (2),DT,AUC,0.8313929202852091,0.8324191569732747,0.8619368187911639,0.944967450464478
YEAST 5 (2),DT,F-SCORE,0.6868217054263566,0.6143964562569214,0.7121420661287772,0.8245926277487738
YEAST 5 (2),DT,G-MEAN,0.7637664753926416,0.7975807867701409,0.8514240048747377,0.9398480518918836
YEAST 5 (2),GBC,AUC,0.909238073034191,0.9312476928755998,0.9584596180373414,0.9698661798460714
YEAST 5 (2),GBC,F-SCORE,0.7431419079259609,0.6724147023150345,0.6865211200759372,0.8114573994972666
YEAST 5 (2),GBC,G-MEAN,0.7969285806640034,0.8001788999463365,0.8213201980591202,0.9267630862507144
MANDELON 1 (3),LR,AUC,0.8894444444444445,0.8955555555555555,0.8885185185185186,0.9020370370370372
MANDELON 1 (3),LR,F-SCORE,0.6772052508894614,0.7378295660324645,0.7288257023946679,0.7498336361382337
MANDELON 1 (3),LR,G-MEAN,0.7493727564866218,0.8214077325881063,0.8148798214191721,0.8309391223718637
MANDELON 1 (3),KNN,AUC,0.6338888888888891,0.6230555555555556,0.6236111111111112,0.647962962962963
MANDELON 1 (3),KNN,F-SCORE,0.3868627450980393,0.4381470942863776,0.4471087016295882,0.4853949805483288
MANDELON 1 (3),KNN,G-MEAN,0.5158255996882001,0.5789121141364882,0.5851690072107543,0.6175410386941284
MANDELON 1 (3),DT,AUC,0.7991666666666668,0.8298148148148147,0.8252777777777777,0.8279629629629629
MANDELON 1 (3),DT,F-SCORE,0.6110687830687831,0.6977307284065484,0.7011879548718629,0.6962784482532111
MANDELON 1 (3),DT,G-MEAN,0.7007004957614631,0.7845570228215831,0.7841952034518448,0.7811923154490049
MANDELON 1 (3),GBC,AUC,0.887962962962963,0.8731481481481481,0.8941666666666667,0.8935185185185186
MANDELON 1 (3),GBC,F-SCORE,0.6899023851965028,0.6995425413796229,0.7065719007284541,0.7337742308543224
MANDELON 1 (3),GBC,G-MEAN,0.7584055173530384,0.7840187914188544,0.7807467117373514,0.8011632200174543
MANDELON 2 (3),LR,AUC,1.0,1.0,1.0,1.0
MANDELON 2 (3),LR,F-SCORE,1.0,1.0,1.0,1.0
MANDELON 2 (3),LR,G-MEAN,1.0,1.0,1.0,1.0
MANDELON 2 (3),KNN,AUC,1.0,1.0,1.0,1.0
MANDELON 2 (3),KNN,F-SCORE,1.0,1.0,1.0,1.0
MANDELON 2 (3),KNN,G-MEAN,1.0,1.0,1.0,1.0
MANDELON 2 (3),DT,AUC,1.0,1.0,1.0,1.0
MANDELON 2 (3),DT,F-SCORE,1.0,1.0,1.0,1.0
MANDELON 2 (3),DT,G-MEAN,1.0,1.0,1.0,1.0
MANDELON 2 (3),GBC,AUC,1.0,1.0,1.0,1.0
MANDELON 2 (3),GBC,F-SCORE,1.0,1.0,1.0,1.0
MANDELON 2 (3),GBC,G-MEAN,1.0,1.0,1.0,1.0
YEAST 4 (3),LR,AUC,0.9852754468896782,0.9908229291535674,0.9904517462184323,0.9913385098734996
YEAST 4 (3),LR,F-SCORE,0.828173374613003,0.7627312488245086,0.7623563599528632,0.8044235355916616
YEAST 4 (3),LR,G-MEAN,0.8770891886067801,0.954409054466438,0.9513296562728804,0.9607078713058904
YEAST 4 (3),KNN,AUC,1.0,1.0,1.0,1.0
YEAST 4 (3),KNN,F-SCORE,0.9942741469057259,1.0,1.0,1.0
YEAST 4 (3),KNN,G-MEAN,0.9943536564067764,1.0,1.0,1.0
YEAST 4 (3),DT,AUC,0.968489602312375,0.9653651441967378,0.9651202019935482,0.9873483561479738
YEAST 4 (3),DT,F-SCORE,0.9086630393213414,0.8775636550685535,0.8651654881536547,0.921410632456022
YEAST 4 (3),DT,G-MEAN,0.9479874376481352,0.9597917031611702,0.96295904468063,0.9825846035778404
YEAST 4 (3),GBC,AUC,0.9970920443208006,0.999071990306186,0.9995876024397048,0.9998762723549549
YEAST 4 (3),GBC,F-SCORE,0.9611892793007344,0.9538195868362198,0.9453511619108692,0.9819591104909664
YEAST 4 (3),GBC,G-MEAN,0.9755540486940664,0.9815191891235894,0.9806125541789396,0.9945806647773392
YEAST 6 (2),LR,AUC,0.9478151075868344,0.9637199702422712,0.9637978164613152,0.966336175738304
YEAST 6 (2),LR,F-SCORE,0.6838932603124949,0.702159925471498,0.6975531729279996,0.7217882635239624
YEAST 6 (2),LR,G-MEAN,0.7493689662350981,0.9024699452630928,0.8992862911971878,0.9207020728618236
YEAST 6 (2),KNN,AUC,0.9479366632833012,0.9455812527159184,0.9559569196533804,0.9618233619615816
YEAST 6 (2),KNN,F-SCORE,0.7898421585538685,0.8156516997058848,0.7975992876744874,0.8169683015450633
YEAST 6 (2),KNN,G-MEAN,0.8544688515852944,0.9231886389138148,0.9221599181138332,0.9296099243876194
YEAST 6 (2),DT,AUC,0.9323316796563528,0.9424290375090854,0.9621644496959124,0.9700153292965203
YEAST 6 (2),DT,F-SCORE,0.8491220931619119,0.8177245386827837,0.8129494476418527,0.8322451014430831
YEAST 6 (2),DT,G-MEAN,0.9054169603183048,0.9322515808972138,0.9350703099142446,0.9481808323315754
YEAST 6 (2),GBC,AUC,0.9912293593709296,0.99027709098068,0.99179893617262,0.9918449751656808
YEAST 6 (2),GBC,F-SCORE,0.8743900507662782,0.8732687199278567,0.8682360231845264,0.8782167727712058
YEAST 6 (2),GBC,G-MEAN,0.9256438086520032,0.9520358835673214,0.9576297042756121,0.9614825901200768
