Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,K-MEANS RANDOM OVERSAMPLING
VEHICLE (3),LR,ROC AUC,0.9899549464660852,0.9899901139096807,0.9912544204342697
VEHICLE (3),LR,F1,0.849210470939339,0.8484418051783992,0.8663348757731475
VEHICLE (3),LR,GEOMETRIC MEAN SCORE,0.8989000327107033,0.9198727696178696,0.9198727696178696
VEHICLE (3),KNN,ROC AUC,0.9121847381037177,0.9065476719970506,0.9121847381037177
VEHICLE (3),KNN,F1,0.5442730247779336,0.6743754320086186,0.6995574421665856
VEHICLE (3),KNN,GEOMETRIC MEAN SCORE,0.6432148478021344,0.8449452029482922,0.8496509221632639
VEHICLE (3),DT,ROC AUC,0.9153480563816843,0.9079476349653949,0.9300213578592276
VEHICLE (3),DT,F1,0.6435254298524465,0.6794924339602634,0.705108662076005
VEHICLE (3),DT,GEOMETRIC MEAN SCORE,0.7606632503951716,0.8745741690134734,0.8741806615382932
VEHICLE (3),GBC,ROC AUC,0.9797158755268527,0.9809625001770865,0.9823329734497744
VEHICLE (3),GBC,F1,0.7450133185351315,0.7479516972815983,0.7986278479385583
VEHICLE (3),GBC,GEOMETRIC MEAN SCORE,0.7984706676965763,0.8451453640982696,0.8708648733494804
PAGE BLOCKS 0 (3),LR,ROC AUC,0.9197010384382875,0.9436590544419208,0.9475222106599077
PAGE BLOCKS 0 (3),LR,F1,0.38570115764429325,0.4483655935444505,0.5467985380703826
PAGE BLOCKS 0 (3),LR,GEOMETRIC MEAN SCORE,0.5114350195851044,0.8917383404112046,0.8951735930567857
PAGE BLOCKS 0 (3),KNN,ROC AUC,0.875091228408355,0.8751503194925179,0.8759587476065496
PAGE BLOCKS 0 (3),KNN,F1,0.5979600670128419,0.6660079521332449,0.6808618258156429
PAGE BLOCKS 0 (3),KNN,GEOMETRIC MEAN SCORE,0.7019062371815898,0.8488781041491418,0.8489678310483546
PAGE BLOCKS 0 (3),DT,ROC AUC,0.8574114676796204,0.9303257207924829,0.941181575544627
PAGE BLOCKS 0 (3),DT,F1,0.6995704448122821,0.6334579439662271,0.7256020944487833
PAGE BLOCKS 0 (3),DT,GEOMETRIC MEAN SCORE,0.7817383671502087,0.8695217205302583,0.889002828461098
PAGE BLOCKS 0 (3),GBC,ROC AUC,0.986576059235144,0.9835442963083882,0.9869100976219418
PAGE BLOCKS 0 (3),GBC,F1,0.756836922460296,0.7569840120315826,0.7619119736808746
PAGE BLOCKS 0 (3),GBC,GEOMETRIC MEAN SCORE,0.842480046827947,0.916715828219949,0.9228001202591694
GLASS (2),LR,ROC AUC,0.8104473506009818,0.8112938039614017,0.8104473506009818
GLASS (2),LR,F1,0.2572865845951617,0.5017720955785843,0.5255050224576446
GLASS (2),LR,GEOMETRIC MEAN SCORE,0.39883939260764745,0.7286826982107878,0.7447910275705802
GLASS (2),KNN,ROC AUC,0.7867519468427291,0.7907091163026918,0.795748158963941
GLASS (2),KNN,F1,0.5124312979547373,0.5168275576674729,0.5239838181467925
GLASS (2),KNN,GEOMETRIC MEAN SCORE,0.6579637004155788,0.7222885458242643,0.7284031127818443
GLASS (2),DT,ROC AUC,0.8036492720501099,0.7962242889791773,0.8136480023700695
GLASS (2),DT,F1,0.5258904321328417,0.6139152827578866,0.673766238619287
GLASS (2),DT,GEOMETRIC MEAN SCORE,0.6634389543126367,0.7622374279440522,0.8102397259905566
GLASS (2),GBC,ROC AUC,0.9230415185373286,0.920332867783985,0.9347913492466565
GLASS (2),GBC,F1,0.6341205349585238,0.6914811445537703,0.7149858254448976
GLASS (2),GBC,GEOMETRIC MEAN SCORE,0.7473629960934844,0.8088237649454935,0.8130346553637442
HEART,LR,ROC AUC,0.9003333333333332,0.8994166666666668,0.9023333333333333
HEART,LR,F1,0.8273716487571909,0.8255097868953291,0.8273716487571909
HEART,LR,GEOMETRIC MEAN SCORE,0.8435685342580254,0.8420470607194515,0.8435685342580254
HEART,KNN,ROC AUC,0.6860833333333334,0.674875,0.6965833333333333
HEART,KNN,F1,0.6017094017094017,0.6104703401464657,0.619949173605995
HEART,KNN,GEOMETRIC MEAN SCORE,0.6434815743118425,0.6409159837026593,0.6536669940367223
HEART,DT,ROC AUC,0.7621249999999999,0.754625,0.7966250000000001
HEART,DT,F1,0.741683514718745,0.6896019940989453,0.7424278179364252
HEART,DT,GEOMETRIC MEAN SCORE,0.7641275305758757,0.7263464797194092,0.7658841224920115
HEART,GBC,ROC AUC,0.8680416666666667,0.866625,0.8732916666666666
HEART,GBC,F1,0.7506721803486924,0.7543254367216884,0.7563839423389931
HEART,GBC,GEOMETRIC MEAN SCORE,0.7775599928807948,0.7796525917646,0.7825165249255592
IRIS (2),LR,ROC AUC,1.0,1.0,1.0
IRIS (2),LR,F1,1.0,1.0,1.0
IRIS (2),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),KNN,ROC AUC,1.0,1.0,1.0
IRIS (2),KNN,F1,1.0,1.0,1.0
IRIS (2),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),DT,ROC AUC,1.0,1.0,1.0
IRIS (2),DT,F1,1.0,1.0,1.0
IRIS (2),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (2),GBC,ROC AUC,1.0,1.0,1.0
IRIS (2),GBC,F1,1.0,1.0,1.0
IRIS (2),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,LR,ROC AUC,1.0,1.0,1.0
IRIS,LR,F1,1.0,1.0,1.0
IRIS,LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,KNN,ROC AUC,1.0,1.0,1.0
IRIS,KNN,F1,1.0,1.0,1.0
IRIS,KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,DT,ROC AUC,1.0,1.0,1.0
IRIS,DT,F1,1.0,1.0,1.0
IRIS,DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS,GBC,ROC AUC,1.0,1.0,1.0
IRIS,GBC,F1,1.0,1.0,1.0
IRIS,GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
ECOLI,LR,ROC AUC,0.9342474136600019,0.9353654853131995,0.9365559114027595
ECOLI,LR,F1,0.34282756580893226,0.7130190477173103,0.7495618170868221
ECOLI,LR,GEOMETRIC MEAN SCORE,0.4579759734884029,0.896839791630873,0.9114736182462373
ECOLI,KNN,ROC AUC,0.9480344669907281,0.935034122753867,0.9480344669907281
ECOLI,KNN,F1,0.8672969187675069,0.7914683513367723,0.8672969187675069
ECOLI,KNN,GEOMETRIC MEAN SCORE,0.9269256081098317,0.9232399414406259,0.9313870882888742
ECOLI,DT,ROC AUC,0.8806421604351582,0.9003437260495836,0.9217547888416284
ECOLI,DT,F1,0.7437280161140006,0.781426196604768,0.8232174023560193
ECOLI,DT,GEOMETRIC MEAN SCORE,0.8441901365356803,0.8827975763338214,0.9202159431392396
ECOLI,GBC,ROC AUC,0.9517951441494852,0.9552082941239206,0.9592125406993703
ECOLI,GBC,F1,0.8023215551576894,0.8476254191979999,0.8687840413943355
ECOLI,GBC,GEOMETRIC MEAN SCORE,0.8773213188217315,0.9059301800667983,0.9229622371465938
YEAST 1 (2),LR,ROC AUC,0.7619087882829017,0.7694827471110018,0.7727041018642478
YEAST 1 (2),LR,F1,0.044976087198309415,0.44022804632148166,0.4633356766582296
YEAST 1 (2),LR,GEOMETRIC MEAN SCORE,0.14711494755490206,0.7009799796202405,0.7076709315025902
YEAST 1 (2),KNN,ROC AUC,0.6982785590915608,0.6995140076321957,0.7077042733415341
YEAST 1 (2),KNN,F1,0.3252097581838219,0.39130886776354323,0.39576950761013363
YEAST 1 (2),KNN,GEOMETRIC MEAN SCORE,0.4954574994815458,0.6469274729781391,0.651619531771512
YEAST 1 (2),DT,ROC AUC,0.705022759065829,0.7416730416858227,0.7483014671156326
YEAST 1 (2),DT,F1,0.34343055629604297,0.44766822167315035,0.4602414937350782
YEAST 1 (2),DT,GEOMETRIC MEAN SCORE,0.5043571227395757,0.681074450778091,0.6987103946453572
YEAST 1 (2),GBC,ROC AUC,0.7944477404821026,0.7740346894100683,0.7943964583647044
YEAST 1 (2),GBC,F1,0.36930203977559606,0.43474940855279715,0.4559872842073983
YEAST 1 (2),GBC,GEOMETRIC MEAN SCORE,0.5176388222812363,0.6761781167213471,0.6832492178398352
IRIS (3),LR,ROC AUC,1.0,1.0,1.0
IRIS (3),LR,F1,1.0,1.0,1.0
IRIS (3),LR,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),KNN,ROC AUC,1.0,1.0,1.0
IRIS (3),KNN,F1,1.0,1.0,1.0
IRIS (3),KNN,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),DT,ROC AUC,1.0,1.0,1.0
IRIS (3),DT,F1,1.0,1.0,1.0
IRIS (3),DT,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
IRIS (3),GBC,ROC AUC,1.0,1.0,1.0
IRIS (3),GBC,F1,1.0,1.0,1.0
IRIS (3),GBC,GEOMETRIC MEAN SCORE,1.0,1.0,1.0
LED,LR,ROC AUC,0.9553092658606536,0.9494420923431015,0.9553092658606536
LED,LR,F1,0.7249360421369451,0.5883197860621865,0.7829642767566017
LED,LR,GEOMETRIC MEAN SCORE,0.8122757521002424,0.8745663728012577,0.9009789541610438
LED,KNN,ROC AUC,0.939525639701579,0.922206756706657,0.939525639701579
LED,KNN,F1,0.6204386238032226,0.5444187041280033,0.6204386238032226
LED,KNN,GEOMETRIC MEAN SCORE,0.7560645117229375,0.8819569409903685,0.7637543627224723
LED,DT,ROC AUC,0.9198730007138587,0.9196681683419834,0.9276274447383861
LED,DT,F1,0.7936418359668925,0.6444615588899216,0.7936418359668925
LED,DT,GEOMETRIC MEAN SCORE,0.902178072839246,0.8757909351532096,0.902178072839246
LED,GBC,ROC AUC,0.9470497726207459,0.9427700499852272,0.9523243386027214
LED,GBC,F1,0.7798481428278269,0.6635662606768702,0.7798481428278269
LED,GBC,GEOMETRIC MEAN SCORE,0.8604287479396534,0.8576759815712376,0.8604287479396534
ECOLI (3),LR,ROC AUC,0.9301882861532853,0.9284329080990453,0.9305488486183296
ECOLI (3),LR,F1,0.0,0.501648911387236,0.5553558020515428
ECOLI (3),LR,GEOMETRIC MEAN SCORE,0.0,0.911933321909751,0.9227667998201752
ECOLI (3),KNN,ROC AUC,0.9597121204793281,0.9534588574355234,0.9597121204793281
ECOLI (3),KNN,F1,0.839334253786081,0.7434866235355833,0.839334253786081
ECOLI (3),KNN,GEOMETRIC MEAN SCORE,0.8930771460188626,0.9457682888914655,0.9494175498938341
ECOLI (3),DT,ROC AUC,0.8520579963019871,0.8403412043220372,0.8854568075309501
ECOLI (3),DT,F1,0.6856342715977267,0.6787119856887297,0.7555467788025927
ECOLI (3),DT,GEOMETRIC MEAN SCORE,0.7922406345301496,0.8202343010862134,0.8493318783746471
ECOLI (3),GBC,ROC AUC,0.9190151281221361,0.9510993589862831,0.9637867243566611
ECOLI (3),GBC,F1,0.7100537889574434,0.7147861828094385,0.7346978326214206
ECOLI (3),GBC,GEOMETRIC MEAN SCORE,0.7934729298872447,0.7944273606956573,0.8224590988870364
GLASS (3),LR,ROC AUC,0.7905439121756486,0.7846628172226975,0.7927359566581124
GLASS (3),LR,F1,0.0,0.401335676068942,0.4336816562952527
GLASS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.7197326521343073,0.7400586339209979
GLASS (3),KNN,ROC AUC,0.7457673937838608,0.7518578913601368,0.7540053820929569
GLASS (3),KNN,F1,0.43877081002829504,0.4352960745176314,0.43877081002829504
GLASS (3),KNN,GEOMETRIC MEAN SCORE,0.6026027406556497,0.6907146155425072,0.6888662452061018
GLASS (3),DT,ROC AUC,0.6812713857998288,0.6826659181636727,0.7843331194753351
GLASS (3),DT,F1,0.3296348479511565,0.3719458304147051,0.5029207778774434
GLASS (3),DT,GEOMETRIC MEAN SCORE,0.5267194992032895,0.6434334904416399,0.6770402171193118
GLASS (3),GBC,ROC AUC,0.8512795836897633,0.8269977901340178,0.8555745651554035
GLASS (3),GBC,F1,0.34970059880239523,0.44085151375570536,0.4779024119592982
GLASS (3),GBC,GEOMETRIC MEAN SCORE,0.5331933719241512,0.5877203327408336,0.6427013028931554
HABERMAN (3),LR,ROC AUC,0.6770370370370371,0.6987654320987655,0.7358024691358025
HABERMAN (3),LR,F1,0.0,0.33630213113168034,0.40055555555555555
HABERMAN (3),LR,GEOMETRIC MEAN SCORE,0.0,0.6510442171494359,0.6625672947767681
HABERMAN (3),KNN,ROC AUC,0.6195061728395062,0.6012345679012345,0.639753086419753
HABERMAN (3),KNN,F1,0.17777777777777776,0.22758284600389864,0.31520724231721675
HABERMAN (3),KNN,GEOMETRIC MEAN SCORE,0.2957027525092905,0.5126725964936248,0.5432682533341597
HABERMAN (3),DT,ROC AUC,0.6246913580246913,0.6479012345679012,0.6959259259259261
HABERMAN (3),DT,F1,0.14892514892514894,0.3182894213066627,0.4081501287383641
HABERMAN (3),DT,GEOMETRIC MEAN SCORE,0.3242522204533943,0.62113488541144,0.6607786432903753
HABERMAN (3),GBC,ROC AUC,0.6762962962962964,0.6693827160493826,0.7024691358024691
HABERMAN (3),GBC,F1,0.18614718614718617,0.3075345065562457,0.3594774372073223
HABERMAN (3),GBC,GEOMETRIC MEAN SCORE,0.36658544599898024,0.5629138094330781,0.6189145630740971
MANDELON 2 (3),LR,ROC AUC,0.7853308501021103,0.7646925541110231,0.7931986713587627
MANDELON 2 (3),LR,F1,0.11060888519230218,0.12571914973434295,0.13452410740201118
MANDELON 2 (3),LR,GEOMETRIC MEAN SCORE,0.2687505246248263,0.4659770930371946,0.46590591138377785
MANDELON 2 (3),KNN,ROC AUC,0.49211898825207634,0.4915574840698627,0.49211898825207634
MANDELON 2 (3),KNN,F1,0.0,0.0,0.0
MANDELON 2 (3),KNN,GEOMETRIC MEAN SCORE,0.0,0.0,0.0
MANDELON 2 (3),DT,ROC AUC,0.7720912709385317,0.8040250524216863,0.8249944470255617
MANDELON 2 (3),DT,F1,0.6601709439593397,0.4326220664520116,0.6717188954390318
MANDELON 2 (3),DT,GEOMETRIC MEAN SCORE,0.7493788864314086,0.7642180838483081,0.8346546337555034
MANDELON 2 (3),GBC,ROC AUC,0.846055439583906,0.9095249601177202,0.9121293051293139
MANDELON 2 (3),GBC,F1,0.6124863430683442,0.6753022279693892,0.6753022279693892
MANDELON 2 (3),GBC,GEOMETRIC MEAN SCORE,0.748223683868481,0.8076923184839255,0.8076923184839255
NEW THYROID 2 (2),LR,ROC AUC,0.9989001692047377,1.0,1.0
NEW THYROID 2 (2),LR,F1,0.9633389734912577,0.9450084602368866,0.9633389734912577
NEW THYROID 2 (2),LR,GEOMETRIC MEAN SCORE,0.9651663320558098,0.9944542396764536,0.9944542396764536
NEW THYROID 2 (2),KNN,ROC AUC,0.9421319796954315,0.9414128595600676,0.9441624365482234
NEW THYROID 2 (2),KNN,F1,0.7846587704455725,0.8522322009631653,0.8954314720812183
NEW THYROID 2 (2),KNN,GEOMETRIC MEAN SCORE,0.8055613670788659,0.930172327879811,0.932956958166751
NEW THYROID 2 (2),DT,ROC AUC,0.9637901861252115,0.9637901861252115,0.9665820642978005
NEW THYROID 2 (2),DT,F1,0.8887804243134192,0.8887804243134192,0.9145516074450084
NEW THYROID 2 (2),DT,GEOMETRIC MEAN SCORE,0.9624601805921884,0.9624601805921884,0.9652637895524349
NEW THYROID 2 (2),GBC,ROC AUC,0.9665820642978005,0.9958121827411168,0.9958121827411168
NEW THYROID 2 (2),GBC,F1,0.9145516074450084,0.8887804243134192,0.9145516074450084
NEW THYROID 2 (2),GBC,GEOMETRIC MEAN SCORE,0.9652637895524349,0.9624601805921884,0.9652637895524349
VEHICLE (2),LR,ROC AUC,0.9939117309386654,0.9933029992864615,0.9939819997363328
VEHICLE (2),LR,F1,0.9143031609956659,0.9154621272697019,0.9175264648068335
VEHICLE (2),LR,GEOMETRIC MEAN SCORE,0.9518438400380165,0.966953774671641,0.9687307393402111
VEHICLE (2),KNN,ROC AUC,0.973817279451203,0.968010879363286,0.973817279451203
VEHICLE (2),KNN,F1,0.739783764778271,0.7776521495928385,0.7776521495928385
VEHICLE (2),KNN,GEOMETRIC MEAN SCORE,0.8070028924448621,0.9150309369320163,0.9150309369320163
VEHICLE (2),DT,ROC AUC,0.9459042975109282,0.9047779095588342,0.9452838447708375
VEHICLE (2),DT,F1,0.7815597290769222,0.7208383009681162,0.7828450718549511
VEHICLE (2),DT,GEOMETRIC MEAN SCORE,0.8671267404750738,0.8767009969230349,0.8973170081026611
VEHICLE (2),GBC,ROC AUC,0.9898834868627249,0.9886655905859099,0.98995322166109
VEHICLE (2),GBC,F1,0.8472184809376431,0.8648384066044126,0.8793483778562807
VEHICLE (2),GBC,GEOMETRIC MEAN SCORE,0.889354563617899,0.9305760368304978,0.9407753470677105
LIBRAS,LR,ROC AUC,0.9211309523809524,0.9421502976190477,0.9428943452380952
LIBRAS,LR,F1,0.35555555555555557,0.6816902903859425,0.744999009704892
LIBRAS,LR,GEOMETRIC MEAN SCORE,0.4023689270621825,0.8640687682424579,0.8675053676081252
LIBRAS,KNN,ROC AUC,0.8969494047619048,0.9053199404761905,0.9054129464285714
LIBRAS,KNN,F1,0.5185185185185185,0.6904761904761905,0.6910556305293147
LIBRAS,KNN,GEOMETRIC MEAN SCORE,0.6147130449799441,0.8656805238947294,0.8656805238947294
LIBRAS,DT,ROC AUC,0.6187686011904762,0.7589285714285714,0.8006882440476191
LIBRAS,DT,F1,0.34318459318459316,0.5868778280542986,0.6511960261960261
LIBRAS,DT,GEOMETRIC MEAN SCORE,0.5076936894863154,0.7203022143510421,0.7450371065139623
LIBRAS,GBC,ROC AUC,0.9016927083333333,0.9272693452380952,0.9420572916666667
LIBRAS,GBC,F1,0.5865800865800865,0.6862484737484738,0.7512931512931513
LIBRAS,GBC,GEOMETRIC MEAN SCORE,0.6696790367337242,0.7631007674920589,0.795949314584939
VEHICLE,LR,ROC AUC,0.993266733058076,0.9929036124981601,0.993266733058076
VEHICLE,LR,F1,0.935516765611313,0.9316692961327315,0.9362216055093021
VEHICLE,LR,GEOMETRIC MEAN SCORE,0.9623471265195832,0.9643972859626913,0.9659292698267761
VEHICLE,KNN,ROC AUC,0.9757073809459139,0.9719625410328179,0.9757073809459139
VEHICLE,KNN,F1,0.8791749151528254,0.8777474081998677,0.8791749151528254
VEHICLE,KNN,GEOMETRIC MEAN SCORE,0.9250344551981206,0.9461863813046028,0.9434184787204773
VEHICLE,DT,ROC AUC,0.9512627435635838,0.9449767830409311,0.9586261171965598
VEHICLE,DT,F1,0.8514241498974584,0.8575632094124828,0.8679822447705382
VEHICLE,DT,GEOMETRIC MEAN SCORE,0.9120068303623329,0.924886310638886,0.9352119250324553
VEHICLE,GBC,ROC AUC,0.9941267233439475,0.9936482394422419,0.9949538618329231
VEHICLE,GBC,F1,0.9128059347458802,0.9283274358128539,0.9291715912426936
VEHICLE,GBC,GEOMETRIC MEAN SCORE,0.944774018761453,0.9663525993046513,0.9663338446675886
YEAST 5,LR,ROC AUC,0.9868285521755872,0.9861306314978822,0.9868285521755872
YEAST 5,LR,F1,0.0,0.45888991018143144,0.5334914037948401
YEAST 5,LR,GEOMETRIC MEAN SCORE,0.0,0.9630230184887286,0.972531811178216
YEAST 5,KNN,ROC AUC,0.9825399499422409,0.9828619360480041,0.9828619360480041
YEAST 5,KNN,F1,0.6877462160481028,0.7394230184625986,0.7394230184625986
YEAST 5,KNN,GEOMETRIC MEAN SCORE,0.8095032347438619,0.9779737043446736,0.9779737043446736
YEAST 5,DT,ROC AUC,0.9424778490405596,0.9634510171993326,0.9635552540591709
YEAST 5,DT,F1,0.785701072881983,0.6851020936077431,0.785701072881983
YEAST 5,DT,GEOMETRIC MEAN SCORE,0.9100172959090653,0.9632116745609463,0.9632116745609463
YEAST 5,GBC,ROC AUC,0.9880635508920548,0.988967338114491,0.990244252182005
YEAST 5,GBC,F1,0.7245292013588025,0.7650612840262766,0.7940079501457644
YEAST 5,GBC,GEOMETRIC MEAN SCORE,0.8531585526322015,0.9080113252916875,0.9158543968601027
HABERMAN (2),LR,ROC AUC,0.7376131038772548,0.7595410878429747,0.7661707097933512
HABERMAN (2),LR,F1,0.11119496855345913,0.44750063776876087,0.4816074639684371
HABERMAN (2),LR,GEOMETRIC MEAN SCORE,0.21559358259241135,0.6951630457307079,0.7250670535384264
HABERMAN (2),KNN,ROC AUC,0.645262976017693,0.6039798189232152,0.6657227866473149
HABERMAN (2),KNN,F1,0.3011680143755616,0.2893639008789187,0.4641382670765423
HABERMAN (2),KNN,GEOMETRIC MEAN SCORE,0.4772534023437914,0.5626384826418397,0.6578342934920332
HABERMAN (2),DT,ROC AUC,0.6345846983205474,0.689103600801714,0.6842946298984034
HABERMAN (2),DT,F1,0.30342172312273513,0.4049593885852007,0.4234718549623136
HABERMAN (2),DT,GEOMETRIC MEAN SCORE,0.4975037905634704,0.6518620768717387,0.6633190578784118
HABERMAN (2),GBC,ROC AUC,0.6847403414195867,0.6799602598659202,0.7135652774898058
HABERMAN (2),GBC,F1,0.2721100445032918,0.3624145669629183,0.40936671440954786
HABERMAN (2),GBC,GEOMETRIC MEAN SCORE,0.45823266494982684,0.6088379185183201,0.6374809142249585
VOWEL,LR,ROC AUC,0.9849666793043839,0.9900338284610419,0.9912030147725888
VOWEL,LR,F1,0.8014864581301164,0.7464607922635904,0.8014864581301164
VOWEL,LR,GEOMETRIC MEAN SCORE,0.8630754241797179,0.9517281159679962,0.9631879852731522
VOWEL,KNN,ROC AUC,1.0,1.0,1.0
VOWEL,KNN,F1,1.0,0.9945410499767704,1.0
VOWEL,KNN,GEOMETRIC MEAN SCORE,1.0,0.9994426842095414,1.0
VOWEL,DT,ROC AUC,0.9502684471179235,0.9655817806994977,0.9672616097743717
VOWEL,DT,F1,0.8759941230065394,0.8666123848554956,0.8892694161604061
VOWEL,DT,GEOMETRIC MEAN SCORE,0.933075984057232,0.9548791805426748,0.9583706456516865
VOWEL,GBC,ROC AUC,0.9963806536859257,0.9980140278661664,0.9989420876606232
VOWEL,GBC,F1,0.9312817515622892,0.92690661057039,0.9380069091045035
VOWEL,GBC,GEOMETRIC MEAN SCORE,0.961142933362414,0.9671887592257693,0.9762390641750752
EUCALYPTUS (2),LR,ROC AUC,0.8278557166702005,0.8913457692345935,0.8899796864118388
EUCALYPTUS (2),LR,F1,0.07637028954358584,0.40073500582195254,0.4143692207189843
EUCALYPTUS (2),LR,GEOMETRIC MEAN SCORE,0.16444281514709994,0.8108491298948868,0.8209774491469729
EUCALYPTUS (2),KNN,ROC AUC,0.6712032666691162,0.6725945212607941,0.6751788591306658
EUCALYPTUS (2),KNN,F1,0.18149640543179196,0.2955234376545016,0.2995864446982843
EUCALYPTUS (2),KNN,GEOMETRIC MEAN SCORE,0.3394159706694305,0.6346719293655514,0.6346719293655514
EUCALYPTUS (2),DT,ROC AUC,0.8811009940362187,0.8623806755431873,0.8811009940362187
EUCALYPTUS (2),DT,F1,0.41461081949599515,0.3850096288233983,0.4566427002632417
EUCALYPTUS (2),DT,GEOMETRIC MEAN SCORE,0.613596032568654,0.8112037078804426,0.7676431069957199
EUCALYPTUS (2),GBC,ROC AUC,0.8986853339800869,0.8930080112397334,0.9000863460481061
EUCALYPTUS (2),GBC,F1,0.4718558902686222,0.4069033878232594,0.49469218052982666
EUCALYPTUS (2),GBC,GEOMETRIC MEAN SCORE,0.6324641901869057,0.6941367382405239,0.7009352878965689
YEAST 6,LR,ROC AUC,0.934508114156245,0.9422698856185028,0.9422972653152543
YEAST 6,LR,F1,0.0,0.2737808349836971,0.40274337082956757
YEAST 6,LR,GEOMETRIC MEAN SCORE,0.0,0.8743154685527099,0.8883966666389641
YEAST 6,KNN,ROC AUC,0.85161716823354,0.8492495141094696,0.8530306153522637
YEAST 6,KNN,F1,0.4516340970350404,0.47825989536998936,0.5144171933574992
YEAST 6,KNN,GEOMETRIC MEAN SCORE,0.6242511124070348,0.7747576888882843,0.7794021774693857
YEAST 6,DT,ROC AUC,0.8077381681660657,0.824348448828409,0.843627591986903
YEAST 6,DT,F1,0.4443763783386425,0.3851804227037048,0.502296526938687
YEAST 6,DT,GEOMETRIC MEAN SCORE,0.6497470049434826,0.813509288313615,0.8405943586377347
YEAST 6,GBC,ROC AUC,0.8899600475211339,0.9202611991362284,0.9433414115329181
YEAST 6,GBC,F1,0.4623325497030986,0.5297255215584056,0.599689974997099
YEAST 6,GBC,GEOMETRIC MEAN SCORE,0.645309544526516,0.7790747068488342,0.7938733957154879
BREAST TISSUE,LR,ROC AUC,0.8750683620453924,0.8709324582991523,0.8906463631391852
BREAST TISSUE,LR,F1,0.6628930817610063,0.6695050726018732,0.698644123172425
BREAST TISSUE,LR,GEOMETRIC MEAN SCORE,0.7336226491268174,0.7415149591087384,0.7617712221419124
BREAST TISSUE,KNN,ROC AUC,0.763552775499043,0.7596561389116763,0.7956060295324037
BREAST TISSUE,KNN,F1,0.6048016448959844,0.6024874648581282,0.6429224165073222
BREAST TISSUE,KNN,GEOMETRIC MEAN SCORE,0.6950266568174346,0.6744791039888705,0.724724947514044
BREAST TISSUE,DT,ROC AUC,0.8381357670221492,0.791196677604594,0.8615497675690458
BREAST TISSUE,DT,F1,0.7139470347881037,0.644597148134884,0.7476665061245413
BREAST TISSUE,DT,GEOMETRIC MEAN SCORE,0.7772330508772134,0.7259784969175487,0.807075527252289
BREAST TISSUE,GBC,ROC AUC,0.8559697156138911,0.8636818088597211,0.8770679518731199
BREAST TISSUE,GBC,F1,0.7078206179928903,0.6854774156660948,0.710691823899371
BREAST TISSUE,GBC,GEOMETRIC MEAN SCORE,0.7753313403883387,0.7585074147353967,0.7800981023929088
EUCALYPTUS (3),LR,ROC AUC,0.7553090967887239,0.8860737554150884,0.8879413873802686
EUCALYPTUS (3),LR,F1,0.0,0.30713422251616695,0.3384821923503326
EUCALYPTUS (3),LR,GEOMETRIC MEAN SCORE,0.0,0.7917793205890967,0.7904887891916652
EUCALYPTUS (3),KNN,ROC AUC,0.6836843726216999,0.68229614777871,0.6836843726216999
EUCALYPTUS (3),KNN,F1,0.04761904761904762,0.2523585811688882,0.25912659273317484
