Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,K-MEANS RANDOM OVERSAMPLING
EUCALYPTUS (3),KNN,GEOMETRIC MEAN SCORE,0.09994696958751786,0.6206599356259965,0.6206599356259965
EUCALYPTUS (3),DT,ROC AUC,0.7684689768296467,0.7712607738332875,0.8185399914120564
EUCALYPTUS (3),DT,F1,0.25274725274725274,0.28976097424680913,0.36131094024956
EUCALYPTUS (3),DT,GEOMETRIC MEAN SCORE,0.5006319011103804,0.7340735299111577,0.7718128147946703
EUCALYPTUS (3),GBC,ROC AUC,0.8621281553774648,0.8673579600073039,0.8747226262074328
EUCALYPTUS (3),GBC,F1,0.3095951343500363,0.33108053360562895,0.3806448684964402
EUCALYPTUS (3),GBC,GEOMETRIC MEAN SCORE,0.5215139722533463,0.6351372342966612,0.6285568670427157
MANDELON 2,LR,ROC AUC,0.7672341475450283,0.7377152726375524,0.7747298297557363
MANDELON 2,LR,F1,0.2549863405167954,0.20623548071597794,0.2592529899830409
MANDELON 2,LR,GEOMETRIC MEAN SCORE,0.49663436507358694,0.5540726701627683,0.569335933157934
MANDELON 2,KNN,ROC AUC,0.526345916604984,0.5270663705896866,0.5270663705896866
MANDELON 2,KNN,F1,0.0,0.08139689057120249,0.08139689057120249
MANDELON 2,KNN,GEOMETRIC MEAN SCORE,0.0,0.379267355601342,0.379267355601342
MANDELON 2,DT,ROC AUC,0.8664199358499877,0.8847865778435726,0.8837725141870219
MANDELON 2,DT,F1,0.7014792877187151,0.6617627606598195,0.7125148838204045
MANDELON 2,DT,GEOMETRIC MEAN SCORE,0.7662837526449201,0.8552278255118566,0.8597821124688456
MANDELON 2,GBC,ROC AUC,0.9157044164816186,0.9422921292869479,0.9419639773007649
MANDELON 2,GBC,F1,0.6988768216838392,0.8464299861358684,0.8551662482222531
MANDELON 2,GBC,GEOMETRIC MEAN SCORE,0.765048959144418,0.8666127276425162,0.8804227610106434
WINE (2),LR,ROC AUC,0.9896510375383614,0.9873330894457655,0.991666158567567
WINE (2),LR,F1,0.8535322607582252,0.8859368331199315,0.8859368331199315
WINE (2),LR,GEOMETRIC MEAN SCORE,0.8929827390380208,0.9230101321629844,0.9230101321629844
WINE (2),KNN,ROC AUC,0.845754323923338,0.8310042070605451,0.847079446375221
WINE (2),KNN,F1,0.6301875423664984,0.646686633209217,0.6817973055725659
WINE (2),KNN,GEOMETRIC MEAN SCORE,0.7499622268730242,0.7863222518980231,0.7806619326981343
WINE (2),DT,ROC AUC,0.9343729040912139,0.9001280409731114,0.9296780684104627
WINE (2),DT,F1,0.9097374099670485,0.8657825742332785,0.8968041582830315
WINE (2),DT,GEOMETRIC MEAN SCORE,0.9310321779735304,0.8954715018135513,0.9264729881597289
WINE (2),GBC,ROC AUC,0.9910686340263806,0.9899645346828445,0.9937590187590187
WINE (2),GBC,F1,0.9229288776135072,0.9057574697195028,0.9164734785524742
WINE (2),GBC,GEOMETRIC MEAN SCORE,0.9356606728308362,0.9149979051963959,0.9332954875664661
YEAST 4 (2),LR,ROC AUC,0.902647418328353,0.8899028605178212,0.902647418328353
YEAST 4 (2),LR,F1,0.0,0.18315039004164146,0.23569970196230294
YEAST 4 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8336896215433198,0.870014241029724
YEAST 4 (2),KNN,ROC AUC,0.822143115094064,0.8221871999505898,0.825738998042395
YEAST 4 (2),KNN,F1,0.11418773270625122,0.2963127835813021,0.3199471567527123
YEAST 4 (2),KNN,GEOMETRIC MEAN SCORE,0.23471840728145796,0.6527901310201488,0.6542732711121091
YEAST 4 (2),DT,ROC AUC,0.8175606215020068,0.8370309778415693,0.8440900430257852
YEAST 4 (2),DT,F1,0.20523372375224228,0.33788240704567585,0.33580455579926993
YEAST 4 (2),DT,GEOMETRIC MEAN SCORE,0.31468645202807827,0.815423025230214,0.8230236969457029
YEAST 4 (2),GBC,ROC AUC,0.8999717476314939,0.9086089158400242,0.9272883941701797
YEAST 4 (2),GBC,F1,0.34904631262655955,0.3523501271131513,0.4280070815794182
YEAST 4 (2),GBC,GEOMETRIC MEAN SCORE,0.5331768079142343,0.7433884721288329,0.7600777036015833
HEART (2),LR,ROC AUC,0.8793333333333333,0.8923333333333333,0.8953333333333333
HEART (2),LR,F1,0.7431754617109309,0.7604177604177603,0.7690074610523149
HEART (2),LR,GEOMETRIC MEAN SCORE,0.8035738276853687,0.8369801457879207,0.8432733997381285
HEART (2),KNN,ROC AUC,0.6438333333333334,0.6775833333333332,0.6740833333333334
HEART (2),KNN,F1,0.4005847953216374,0.48718075059538474,0.4907269627471652
HEART (2),KNN,GEOMETRIC MEAN SCORE,0.5396429695765379,0.6223749567809371,0.6192309889035033
HEART (2),DT,ROC AUC,0.8214166666666667,0.7851666666666668,0.8161666666666667
HEART (2),DT,F1,0.7130245544879692,0.6425929964440875,0.7033606155393182
HEART (2),DT,GEOMETRIC MEAN SCORE,0.792841501537719,0.7386742353505774,0.7899565431199769
HEART (2),GBC,ROC AUC,0.8836666666666668,0.8745,0.8848333333333334
HEART (2),GBC,F1,0.7042039580059666,0.7136786935926103,0.7529907599567042
HEART (2),GBC,GEOMETRIC MEAN SCORE,0.7715940666111682,0.7766928044942247,0.8138129477766237
WINE (3),LR,ROC AUC,0.9810531135531135,0.979290293040293,0.9874450549450549
WINE (3),LR,F1,0.7848055790363483,0.7718972204266322,0.8445329670329671
WINE (3),LR,GEOMETRIC MEAN SCORE,0.8451225340799952,0.8591010043048588,0.8961227212214653
WINE (3),KNN,ROC AUC,0.7789819902319903,0.7857463369963369,0.7830372405372406
WINE (3),KNN,F1,0.5203155818540434,0.5189473684210526,0.5375833073808782
WINE (3),KNN,GEOMETRIC MEAN SCORE,0.6605143407549879,0.746881096218931,0.7490890148028311
WINE (3),DT,ROC AUC,0.9166880341880341,0.8866880341880342,0.9553846153846155
WINE (3),DT,F1,0.8755586080586081,0.8535925612848689,0.940879120879121
WINE (3),DT,GEOMETRIC MEAN SCORE,0.9119946948644875,0.8783804505306823,0.9523303364562132
WINE (3),GBC,ROC AUC,0.9982371794871796,0.9671008852258851,0.9976495726495727
WINE (3),GBC,F1,0.8936263736263736,0.8488024795717103,0.9312087912087912
WINE (3),GBC,GEOMETRIC MEAN SCORE,0.907259638877171,0.887650069048932,0.9502804712331486
LIVER (3),LR,ROC AUC,0.6734674546986475,0.6838005719204564,0.7022294365781065
LIVER (3),LR,F1,0.22560280221570544,0.4020882826900718,0.4316137340914104
LIVER (3),LR,GEOMETRIC MEAN SCORE,0.37327852174210896,0.632289084063437,0.6605426425435436
LIVER (3),KNN,ROC AUC,0.6345842497556207,0.6459042021837295,0.6639382586699931
LIVER (3),KNN,F1,0.27738269794721404,0.4093524540997391,0.43010156546586625
LIVER (3),KNN,GEOMETRIC MEAN SCORE,0.4338030073377885,0.6283555867722981,0.6357540639979298
LIVER (3),DT,ROC AUC,0.5831748971418567,0.5923807522595963,0.6270089196156317
LIVER (3),DT,F1,0.28608476519708653,0.3306219728921276,0.3585246298991084
LIVER (3),DT,GEOMETRIC MEAN SCORE,0.4686420952609678,0.538619275603972,0.5598135089102714
LIVER (3),GBC,ROC AUC,0.7004042858471572,0.6757364547314746,0.7351568655075065
LIVER (3),GBC,F1,0.32945751069874496,0.33474872380107584,0.3758321104864175
LIVER (3),GBC,GEOMETRIC MEAN SCORE,0.4834571417618021,0.5202766711386657,0.5552310195315812
LIVER,LR,ROC AUC,0.7225547951271044,0.7204923277591768,0.7235330441243809
LIVER,LR,F1,0.5845529464782357,0.6309631365522219,0.6456186054220875
LIVER,LR,GEOMETRIC MEAN SCORE,0.6493043579716353,0.6680716362514969,0.6873215737718368
LIVER,KNN,ROC AUC,0.6835694848603906,0.66906669706307,0.6915290726933212
LIVER,KNN,F1,0.5941775044893074,0.6065998173292905,0.6309041366709875
LIVER,KNN,GEOMETRIC MEAN SCORE,0.6560550277425641,0.6545100217320508,0.6786803533861007
LIVER,DT,ROC AUC,0.6832250179288282,0.6962888078362723,0.7105634127532593
LIVER,DT,F1,0.5709690599682274,0.6122135802544627,0.5970063684019089
LIVER,DT,GEOMETRIC MEAN SCORE,0.6333928643050919,0.6611398992205642,0.6511470380140089
LIVER,GBC,ROC AUC,0.7682579722251317,0.76699406509305,0.7806886480921199
LIVER,GBC,F1,0.6693062559629275,0.6431769403059804,0.6721046192970499
LIVER,GBC,GEOMETRIC MEAN SCORE,0.7173193269296199,0.6940810639834116,0.7173193269296199
VOWEL (3),LR,ROC AUC,0.9593534723023104,0.9856345505132049,0.9859130050359435
VOWEL (3),LR,F1,0.6111709770114943,0.5126587972425796,0.6111709770114943
VOWEL (3),LR,GEOMETRIC MEAN SCORE,0.6815443452600126,0.9065600641030962,0.9126553108298079
VOWEL (3),KNN,ROC AUC,0.945488085284281,0.9482720779033561,0.9482720779033561
VOWEL (3),KNN,F1,0.49824744221295947,0.9042427315753889,0.9042427315753889
VOWEL (3),KNN,GEOMETRIC MEAN SCORE,0.5760277537377502,0.9275014076439492,0.9275014076439492
VOWEL (3),DT,ROC AUC,0.8785071827067235,0.8900889999711682,0.9091320025083611
VOWEL (3),DT,F1,0.7733684966727163,0.7185161904693587,0.7610811203601688
VOWEL (3),DT,GEOMETRIC MEAN SCORE,0.8588717474745653,0.8854063633140717,0.9042614996775902
VOWEL (3),GBC,ROC AUC,0.9931513209741283,0.9968262863760426,0.9974945580094569
VOWEL (3),GBC,F1,0.7909553189091728,0.7924964512285693,0.9070765518851219
VOWEL (3),GBC,GEOMETRIC MEAN SCORE,0.8343938345554863,0.8894977301776,0.9196840805300566
DERMATOLOGY,LR,ROC AUC,1.0,1.0,1.0
DERMATOLOGY,LR,F1,0.9746454662655779,0.9746454662655779,0.9746454662655779
DERMATOLOGY,LR,GEOMETRIC MEAN SCORE,0.9985252322510834,0.9985252322510834,0.9985252322510834
DERMATOLOGY,KNN,ROC AUC,0.9751765747456841,0.9699363121428924,0.9751765747456841
DERMATOLOGY,KNN,F1,0.9076063601203266,0.8691141260973663,0.9076063601203266
DERMATOLOGY,KNN,GEOMETRIC MEAN SCORE,0.9709019108491093,0.9680318899607596,0.9709019108491093
DERMATOLOGY,DT,ROC AUC,0.9590781534347066,0.9985168339348396,0.9985168339348396
DERMATOLOGY,DT,F1,0.9347970465288901,0.9776536312849162,0.9776536312849162
DERMATOLOGY,DT,GEOMETRIC MEAN SCORE,0.9573626319298281,0.9985135379939739,0.9985135379939739
DERMATOLOGY,GBC,ROC AUC,0.9985168339348396,0.9985168339348396,0.9985168339348396
DERMATOLOGY,GBC,F1,0.9776536312849162,0.9776536312849162,0.9776536312849162
DERMATOLOGY,GBC,GEOMETRIC MEAN SCORE,0.9985135379939739,0.9985135379939739,0.9985135379939739
WINE,LR,ROC AUC,0.9847846441947565,0.9853698501872659,0.9859550561797752
WINE,LR,F1,0.9222589410295954,0.9382114419169165,0.9342768654566407
WINE,LR,GEOMETRIC MEAN SCORE,0.933195415444482,0.9500679947646201,0.9462885410873356
WINE,KNN,ROC AUC,0.8701885162956243,0.8586294984530206,0.87521273388854
WINE,KNN,F1,0.729085010016549,0.741472056987589,0.7371470502297661
WINE,KNN,GEOMETRIC MEAN SCORE,0.7710170187973784,0.7821313378607531,0.7781022045868117
WINE,DT,ROC AUC,0.933248423942122,0.9254030288226673,0.9414413078372532
WINE,DT,F1,0.920831155634155,0.9028064034602605,0.9314113969681536
WINE,DT,GEOMETRIC MEAN SCORE,0.9317752448863756,0.9191134962861239,0.9405538922127687
WINE,GBC,ROC AUC,0.9890761548064918,0.984238427702949,0.9896394064872326
WINE,GBC,F1,0.9360921514194969,0.9321952491687131,0.9469413233458177
WINE,GBC,GEOMETRIC MEAN SCORE,0.9454339075793281,0.9404899611768275,0.9535029759499156
MANDELON 1 (2),LR,ROC AUC,0.8486157317150077,0.8349985154712386,0.8486157317150077
MANDELON 1 (2),LR,F1,0.07606873862918659,0.11510271450405875,0.1734792258154168
MANDELON 1 (2),LR,GEOMETRIC MEAN SCORE,0.16427080598343133,0.7589102269345526,0.7636855468800134
MANDELON 1 (2),KNN,ROC AUC,0.5246024228842581,0.525507784717836,0.525531218371192
MANDELON 1 (2),KNN,F1,0.0,0.05185373716806651,0.05185373716806651
MANDELON 1 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.20266841222727264,0.20266841222727264
MANDELON 1 (2),DT,ROC AUC,0.771351364127788,0.6846396787736304,0.8124644107563271
MANDELON 1 (2),DT,F1,0.2638828872126149,0.10584647778268283,0.2977489257988559
MANDELON 1 (2),DT,GEOMETRIC MEAN SCORE,0.4498894124698053,0.6865288738693615,0.7174647651535557
MANDELON 1 (2),GBC,ROC AUC,0.8321526491538511,0.812915839292,0.8264584870502975
MANDELON 1 (2),GBC,F1,0.31901617862721565,0.24289386414691858,0.3564505928801279
MANDELON 1 (2),GBC,GEOMETRIC MEAN SCORE,0.4780844346194646,0.6105778191696005,0.6484765404691747
YEAST 5 (2),LR,ROC AUC,0.9858362240244934,0.9873994365187936,0.9876717111263109
YEAST 5 (2),LR,F1,0.0,0.31372664170201786,0.3605739734563159
YEAST 5 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.9653594643246716,0.9696658134461448
YEAST 5 (2),KNN,ROC AUC,0.9697265243306626,0.9698486662106702,0.9698486662106702
YEAST 5 (2),KNN,F1,0.40164413789584785,0.5589708009608652,0.5589708009608652
YEAST 5 (2),KNN,GEOMETRIC MEAN SCORE,0.5902757814013262,0.8979958495844315,0.8979958495844315
YEAST 5 (2),DT,ROC AUC,0.8777080381571234,0.9413007499511431,0.9413007499511431
YEAST 5 (2),DT,F1,0.4953127580861706,0.5388426388610111,0.5485493129719559
YEAST 5 (2),DT,GEOMETRIC MEAN SCORE,0.758904477510528,0.9376184665681996,0.9376184665681996
YEAST 5 (2),GBC,ROC AUC,0.9798505594098104,0.9803552089440426,0.9860556722689076
YEAST 5 (2),GBC,F1,0.3524564224300685,0.43910647706414985,0.4813221494228046
YEAST 5 (2),GBC,GEOMETRIC MEAN SCORE,0.577026673786921,0.6771117617058933,0.7353394749129308
NEW THYROID 1 (2),LR,ROC AUC,1.0,1.0,1.0
NEW THYROID 1 (2),LR,F1,0.9329949238578681,0.9742288168684107,0.9742288168684107
NEW THYROID 1 (2),LR,GEOMETRIC MEAN SCORE,0.9385216971636037,0.9971963910397535,0.9971963910397535
NEW THYROID 1 (2),KNN,ROC AUC,0.8439932318104906,0.8455583756345177,0.8455583756345177
NEW THYROID 1 (2),KNN,F1,0.6425875309124041,0.6767222625090645,0.6877670552797457
NEW THYROID 1 (2),KNN,GEOMETRIC MEAN SCORE,0.7166782756377709,0.8127404700171186,0.8127404700171186
NEW THYROID 1 (2),DT,ROC AUC,0.8230329949238577,0.8422588832487309,0.928849407783418
NEW THYROID 1 (2),DT,F1,0.6356494605225569,0.6782648823257961,0.8033961808073482
NEW THYROID 1 (2),DT,GEOMETRIC MEAN SCORE,0.8001961819606298,0.8236544295938906,0.9240940037611276
NEW THYROID 1 (2),GBC,ROC AUC,0.8967005076142134,0.9788917089678512,0.9926184433164129
NEW THYROID 1 (2),GBC,F1,0.7508785630613041,0.700761421319797,0.8047901055515267
NEW THYROID 1 (2),GBC,GEOMETRIC MEAN SCORE,0.8547615662411563,0.8463089727540699,0.9230543641470945
YEAST 3 (3),LR,ROC AUC,0.9679957609490077,0.9709392852457788,0.9718014111429696
YEAST 3 (3),LR,F1,0.0,0.45346574492515596,0.5070846838248457
YEAST 3 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.9063135574755182,0.9185966295877113
YEAST 3 (3),KNN,ROC AUC,0.9201778414947247,0.917990959689661,0.9201778414947247
YEAST 3 (3),KNN,F1,0.5921689149560118,0.639686608119485,0.6545752327830505
YEAST 3 (3),KNN,GEOMETRIC MEAN SCORE,0.7133898834929814,0.882690752914909,0.8833897294611756
YEAST 3 (3),DT,ROC AUC,0.9281896591143344,0.9317437379359457,0.9381993553344201
YEAST 3 (3),DT,F1,0.620544850498339,0.576987652105925,0.6694198168229043
YEAST 3 (3),DT,GEOMETRIC MEAN SCORE,0.7691753134023465,0.9232443361847881,0.9338896481406987
YEAST 3 (3),GBC,ROC AUC,0.9676166376192349,0.973126135192369,0.9737148779070859
YEAST 3 (3),GBC,F1,0.6221126265955534,0.6338073372394555,0.6387530363767181
YEAST 3 (3),GBC,GEOMETRIC MEAN SCORE,0.7861808236319192,0.8843814684703162,0.8953053905139148
PIMA (3),LR,ROC AUC,0.7991858130611948,0.8295290482739955,0.8295198731700828
PIMA (3),LR,F1,0.2338171828752718,0.49342118558180464,0.49052873738266256
PIMA (3),LR,GEOMETRIC MEAN SCORE,0.36319380072715374,0.7621439504387126,0.7646583473705942
PIMA (3),KNN,ROC AUC,0.6967160302422624,0.675815385593512,0.6981588722029931
PIMA (3),KNN,F1,0.2713973145498569,0.35750847919885137,0.3899260876456156
PIMA (3),KNN,GEOMETRIC MEAN SCORE,0.4523604249463112,0.6450218465872183,0.6486408695582239
PIMA (3),DT,ROC AUC,0.7383691471528012,0.7277773237860923,0.7521149460284575
PIMA (3),DT,F1,0.3873994179078924,0.41913733755439964,0.4575802463519009
PIMA (3),DT,GEOMETRIC MEAN SCORE,0.5250199685228717,0.686282225504833,0.7176823328117488
PIMA (3),GBC,ROC AUC,0.8158147118970709,0.808689960814782,0.8243984328245904
PIMA (3),GBC,F1,0.42488336823529127,0.4518819278691165,0.46477518555864555
PIMA (3),GBC,GEOMETRIC MEAN SCORE,0.5792724917073777,0.6774383980744187,0.6784014813154879
LIVER (2),LR,ROC AUC,0.6824774855668183,0.6859220982321015,0.6959026932516561
LIVER (2),LR,F1,0.30147633833592086,0.48898426794143024,0.5077299419679735
LIVER (2),LR,GEOMETRIC MEAN SCORE,0.44096905900731187,0.643332113699623,0.6606490593845064
LIVER (2),KNN,ROC AUC,0.6524757354603985,0.615806641092665,0.6630059927634554
LIVER (2),KNN,F1,0.3661715023847377,0.41904078840752573,0.4398236778995931
LIVER (2),KNN,GEOMETRIC MEAN SCORE,0.5075559419121406,0.580873771201506,0.5883322147136022
LIVER (2),DT,ROC AUC,0.6790618161698194,0.6627082979986432,0.6836158861441455
LIVER (2),DT,F1,0.4398865650342568,0.4527051649713444,0.4738625041664855
LIVER (2),DT,GEOMETRIC MEAN SCORE,0.5732311714851528,0.6029346271951652,0.6129540565980085
LIVER (2),GBC,ROC AUC,0.719461578304999,0.7060484259850481,0.7275342559428792
LIVER (2),GBC,F1,0.48482859963207253,0.4481640256300442,0.5035278968191743
LIVER (2),GBC,GEOMETRIC MEAN SCORE,0.6071698246024025,0.5928552529998621,0.6276226426456828
MANDELON 2 (2),LR,ROC AUC,0.8274351740376161,0.8092485428075209,0.8284496575881655
MANDELON 2 (2),LR,F1,0.15265764564599335,0.18629513275114984,0.19409847884880393
MANDELON 2 (2),LR,GEOMETRIC MEAN SCORE,0.38807767202660004,0.5785944680163027,0.586176348579995
MANDELON 2 (2),KNN,ROC AUC,0.5129081310197519,0.5118315889978257,0.5129081310197519
MANDELON 2 (2),KNN,F1,0.0,0.018512234664253665,0.018512234664253665
MANDELON 2 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.08006048636036661,0.08006048636036661
MANDELON 2 (2),DT,ROC AUC,0.8052375846773303,0.8670891605835184,0.8750298243674415
MANDELON 2 (2),DT,F1,0.6601212297642332,0.4267140784905617,0.6605750504111749
MANDELON 2 (2),DT,GEOMETRIC MEAN SCORE,0.738071284738756,0.8330558910995582,0.8632453290840283
MANDELON 2 (2),GBC,ROC AUC,0.8971657835964928,0.9185204274235919,0.9061382469618617
MANDELON 2 (2),GBC,F1,0.6459313420969341,0.7830511547546415,0.7899543903071918
MANDELON 2 (2),GBC,GEOMETRIC MEAN SCORE,0.762253235491312,0.8518779496186433,0.8525177371290558
LED (2),LR,ROC AUC,0.9677746819377647,0.9571003283388828,0.9677746819377647
LED (2),LR,F1,0.0,0.3885179203784651,0.6942806603773585
LED (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8584629688680456,0.900397158209585
LED (2),KNN,ROC AUC,0.9027093738438773,0.9177979328523863,0.9121523281744565
LED (2),KNN,F1,0.6960090640029597,0.4841424695984159,0.6960090640029597
LED (2),KNN,GEOMETRIC MEAN SCORE,0.9003922486086194,0.9134427259352083,0.9003922486086194
LED (2),DT,ROC AUC,0.9757808967402474,0.9294912802647264,0.9757808967402474
LED (2),DT,F1,0.7228109940374092,0.571055654251409,0.7631197418933269
LED (2),DT,GEOMETRIC MEAN SCORE,0.9015407243664846,0.8834261397885173,0.9049494304341817
LED (2),GBC,ROC AUC,0.9739324490278292,0.9704427565051177,0.9741377250585769
LED (2),GBC,F1,0.6825022461814916,0.5798685983827494,0.6825022461814916
LED (2),GBC,GEOMETRIC MEAN SCORE,0.8365231453718921,0.8615074551651907,0.8365231453718921
MANDELON 1,LR,ROC AUC,0.8545650179097317,0.8455829450478696,0.8545650179097317
MANDELON 1,LR,F1,0.13801623236990396,0.2195716007641353,0.3338773557828378
MANDELON 1,LR,GEOMETRIC MEAN SCORE,0.27529639169206005,0.7880350483459613,0.7840594200343566
MANDELON 1,KNN,ROC AUC,0.6446682117084698,0.6430005543365265,0.6459260233467622
MANDELON 1,KNN,F1,0.06358589981447124,0.17146615967620146,0.17703230679312196
MANDELON 1,KNN,GEOMETRIC MEAN SCORE,0.15198945944753428,0.49868017226479694,0.49868017226479694
MANDELON 1,DT,ROC AUC,0.8091301905821557,0.8054588645330096,0.8142906195626248
MANDELON 1,DT,F1,0.47349912114912107,0.34434564344163165,0.4744312889812889
MANDELON 1,DT,GEOMETRIC MEAN SCORE,0.6084665534367645,0.7844408336035125,0.7887177476607856
MANDELON 1,GBC,ROC AUC,0.8484818797531793,0.831774508731856,0.8530897544340028
MANDELON 1,GBC,F1,0.48312573855389074,0.4805734549995874,0.49945415443299623
MANDELON 1,GBC,GEOMETRIC MEAN SCORE,0.621883714331789,0.7609513262905586,0.7712209789860565
PIMA,LR,ROC AUC,0.826119291153767,0.8313029362246368,0.8311489920321541
PIMA,LR,F1,0.6246224516705662,0.6756381337240496,0.6852427861475106
PIMA,LR,GEOMETRIC MEAN SCORE,0.6967029422867107,0.7495060108573917,0.7576209114861907
PIMA,KNN,ROC AUC,0.7383466951244329,0.7238204185133627,0.7452333149240937
PIMA,KNN,F1,0.5713877687714363,0.5840373748483281,0.5949089241446845
PIMA,KNN,GEOMETRIC MEAN SCORE,0.663551877736168,0.6655297298981975,0.6817871045448123
PIMA,DT,ROC AUC,0.766214464988386,0.7916511660421358,0.8043846850893801
PIMA,DT,F1,0.5938932593962043,0.6522355778097333,0.6655089512529724
PIMA,DT,GEOMETRIC MEAN SCORE,0.6790494502427128,0.7190203400796957,0.730300981340771
PIMA,GBC,ROC AUC,0.8215903537722751,0.823906751256428,0.8266360819270175
PIMA,GBC,F1,0.6056643413169964,0.641988777387456,0.6699034668325028
PIMA,GBC,GEOMETRIC MEAN SCORE,0.6872077391846627,0.7206861740654875,0.7444159929779994
PAGE BLOCKS 0,LR,ROC AUC,0.940606860369297,0.9571977871304651,0.9593588972413748
PAGE BLOCKS 0,LR,F1,0.6989433739464773,0.7144233806975611,0.7452282621251429
PAGE BLOCKS 0,LR,GEOMETRIC MEAN SCORE,0.7588488461174405,0.9076776351220793,0.8950676050193351
PAGE BLOCKS 0,KNN,ROC AUC,0.9410529379261983,0.9382532461279829,0.9410529379261983
PAGE BLOCKS 0,KNN,F1,0.7918246863929482,0.8079016334948352,0.8113939902539391
PAGE BLOCKS 0,KNN,GEOMETRIC MEAN SCORE,0.8531822440025351,0.9164800895023262,0.9169020298259851
PAGE BLOCKS 0,DT,ROC AUC,0.9335569009480709,0.9410387827087925,0.9476125696186758
PAGE BLOCKS 0,DT,F1,0.8476854090451416,0.799636474987471,0.8578034865956295
PAGE BLOCKS 0,DT,GEOMETRIC MEAN SCORE,0.9051821824893265,0.933195379096063,0.9356403752497315
PAGE BLOCKS 0,GBC,ROC AUC,0.9910014673217975,0.9904424842080616,0.9910368123274244
PAGE BLOCKS 0,GBC,F1,0.8708901344486188,0.8698418165438602,0.8812374707580583
PAGE BLOCKS 0,GBC,GEOMETRIC MEAN SCORE,0.9192599021817045,0.9545684245530801,0.954625483114153
YEAST 1 (3),LR,ROC AUC,0.7552646732552072,0.7676924880186965,0.7692401843014123
YEAST 1 (3),LR,F1,0.0,0.3537220199873614,0.4060393487870523
YEAST 1 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.6986867329969441,0.7169951023675785
YEAST 1 (3),KNN,ROC AUC,0.6886057720740636,0.6890947684375838,0.6952396415150718
YEAST 1 (3),KNN,F1,0.18333832962057506,0.320756034967389,0.32242333208353663
YEAST 1 (3),KNN,GEOMETRIC MEAN SCORE,0.35543535552473715,0.6314203544908026,0.6346131431879358
YEAST 1 (3),DT,ROC AUC,0.6706370585064685,0.710550968247889,0.7227781450716173
YEAST 1 (3),DT,F1,0.24000654334610763,0.3268184076902897,0.35211193428873294
YEAST 1 (3),DT,GEOMETRIC MEAN SCORE,0.4227768100927844,0.6407475330056114,0.6712420446314469
YEAST 1 (3),GBC,ROC AUC,0.7439324430045334,0.7411930387334874,0.7599600622256678
YEAST 1 (3),GBC,F1,0.201126993983752,0.3500828187264591,0.38799541840145746
YEAST 1 (3),GBC,GEOMETRIC MEAN SCORE,0.361499402868535,0.6526640645454715,0.6799621808072993
